video_id,model,camera,exercise,is_coach,n_outlier_frames,mean_outlier_nmpjpe,max_nmpjpe,frame_count,total_frames,outlier_rate
PM_044-c17,MoveNet,c17,Ex3,False,70,223.66687270537685,473.8346326995371,70,538,13.011152416356877
PM_119-c18,YOLO,c18,Ex3,False,70,40.76152175644171,64.76386450243432,70,506,13.83399209486166
PM_014-c18,MediaPipe,c18,Ex2,False,70,118.20256271605928,219.77068715409087,70,1746,4.009163802978236
PM_010-c18,MoveNet,c18,Ex3,False,70,123.34103005451179,261.1391629548916,70,1352,5.177514792899409
PM_043-c17,YOLO,c17,Ex6,False,69,406.4312461935785,503.97772440662,69,1155,5.974025974025974
PM_021-c18,MoveNet,c18,Ex5,False,65,45.24437345241823,53.449264720017645,65,949,6.8493150684931505
PM_011-c17,MediaPipe,c17,Ex3,True,65,224.58335143208004,410.38638363476565,65,545,11.926605504587156
PM_104-c18,MediaPipe,c18,Ex5,False,64,42.34678340030772,63.657865276584516,64,1065,6.009389671361502
PM_108-c18,MediaPipe,c18,Ex3,False,62,42.150176698109874,85.20460880971697,62,943,6.574761399787911
PM_107-c17,YOLO,c17,Ex3,False,62,56.01183281529778,425.47636913848754,62,447,13.870246085011187
PM_043-c17,MoveNet,c17,Ex6,False,61,380.3301255735743,465.41427725521606,61,1155,5.2813852813852815
PM_022-c17,MoveNet,c17,Ex6,False,60,263.04521837845766,461.0550365832744,60,919,6.528835690968444
PM_122-c18,MoveNet,c18,Ex1,False,60,34.07914050253038,45.598373887144284,60,1247,4.811547714514836
PM_004-c17,MediaPipe,c17,Ex2,False,59,154.9919888771055,242.62556549637736,59,971,6.07621009268795
PM_000-c18,YOLO,c18,Ex1,False,59,33.55093886808517,37.823748034210666,59,435,13.563218390804598
PM_012-c17,YOLO,c17,Ex1,False,58,334.91498174005517,369.5117522554107,58,801,7.240948813982522
PM_023-c17,YOLO,c17,Ex1,False,58,322.1979572889231,382.3988266669833,58,570,10.175438596491228
PM_104-c17,YOLO,c17,Ex5,False,57,126.13013677304949,501.7873022276131,57,1033,5.517909002904163
PM_021-c17,YOLO,c17,Ex5,False,56,281.15518811316826,381.9012704673831,56,949,5.900948366701791
PM_026-c17,MediaPipe,c17,Ex2,False,56,69.79747893097043,166.7288642056251,56,760,7.368421052631578
PM_014-c17,YOLO,c17,Ex2,False,56,299.5165437766012,395.84680701261163,56,1750,3.2
PM_035-c17,YOLO,c17,Ex4,False,55,201.62867495489925,347.83763468596135,55,334,16.46706586826347
PM_109-c18,MediaPipe,c18,Ex1,False,54,32.884395119134005,35.60366419769238,54,1742,3.0998851894374284
PM_023-c17,MoveNet,c17,Ex1,False,54,292.32978524887614,356.2454934984749,54,570,9.473684210526317
PM_000-c17,MediaPipe,c17,Ex1,False,53,57.052995493331444,142.4874537629946,53,433,12.240184757505773
PM_104-c18,MoveNet,c18,Ex5,False,52,43.58493443395771,56.19146838391793,52,1065,4.882629107981221
PM_005-c17,YOLO,c17,Ex4,False,51,200.00347560126386,490.1223031130123,51,903,5.647840531561462
PM_121-c18,MediaPipe,c18,Ex3,False,51,34.27511581830969,41.20281252285895,51,569,8.963093145869948
PM_111-c18,MediaPipe,c18,Ex4,False,51,36.908680654419115,54.43045255990441,51,1197,4.260651629072681
PM_024-c17,YOLO,c17,Ex1,False,49,37.31480513685184,44.001370685273066,49,702,6.98005698005698
PM_022-c17,MediaPipe,c17,Ex6,False,48,209.86533593872446,324.72375848360196,48,915,5.245901639344262
PM_107-c18,MediaPipe,c18,Ex3,False,48,51.864457505831155,179.62175287279695,48,454,10.572687224669604
PM_023-c18,MediaPipe,c18,Ex1,False,48,33.18044423678441,48.28402975785116,48,570,8.421052631578947
PM_003-c18,MediaPipe,c18,Ex2,False,48,208.48383328081604,226.55970283862212,48,1596,3.007518796992481
PM_124-c17,MediaPipe,c17,Ex4,False,47,249.02314056269256,415.6034759030744,47,1109,4.2380522993688015
PM_105-c17,MoveNet,c17,Ex6,False,46,373.16486052890025,460.8198115138592,46,1096,4.197080291970803
PM_105-c17,YOLO,c17,Ex6,False,46,352.21628416809114,511.2221795917094,46,1010,4.554455445544554
PM_010-c18,YOLO,c18,Ex3,False,46,139.480376333772,250.49079769723687,46,1357,3.389830508474576
PM_005-c18,YOLO,c18,Ex4,False,45,56.71430438014523,206.7952383858311,45,902,4.988913525498892
PM_111-c18,MoveNet,c18,Ex4,False,44,33.85692126603156,39.76870528607412,44,1197,3.6758563074352546
PM_126-c18,YOLO,c18,Ex6,False,43,38.0792791998883,74.3916989334321,43,1134,3.7918871252204585
PM_028-c17,YOLO,c17,Ex5,False,43,155.00823940612727,318.4209023776928,43,1213,3.544929925803792
PM_041-c17,YOLO,c17,Ex4,False,43,61.27730470931798,454.6369778393926,43,823,5.224787363304982
PM_112-c18,MoveNet,c18,Ex5,False,43,47.706450226428124,79.6665394110095,43,1482,2.901484480431849
PM_111-c17,YOLO,c17,Ex4,False,42,405.5916568966639,526.8610499926134,42,979,4.290091930541369
PM_044-c17,MediaPipe,c17,Ex3,False,42,118.45582904646938,257.330426177708,42,538,7.806691449814126
PM_030-c17,MoveNet,c17,Ex3,False,41,172.0255251622846,302.6513182771156,41,729,5.6241426611796985
PM_103-c17,MoveNet,c17,Ex4,False,41,353.81897432101755,507.13854893409626,41,1147,3.5745422842197034
PM_116-c17,YOLO,c17,Ex4,False,41,345.65918087059066,459.74321077698426,41,777,5.276705276705277
PM_107-c18,YOLO,c18,Ex3,False,40,40.4264956232054,65.26557101746441,40,454,8.81057268722467
PM_030-c17,YOLO,c17,Ex3,False,40,176.71447815409536,301.8285167966872,40,729,5.486968449931413
PM_103-c18,YOLO,c18,Ex4,False,39,36.88403995658472,48.7493074900151,39,1147,3.4001743679163035
PM_039-c17,YOLO,c17,Ex1,False,39,440.0047931263186,483.4875362628801,39,1263,3.0878859857482186
PM_031-c17,MediaPipe,c17,Ex3,False,39,102.29798004559811,289.3240873586557,39,545,7.155963302752294
PM_025-c18,MoveNet,c18,Ex2,False,39,102.59390284689765,126.12149260557395,39,867,4.498269896193772
PM_022-c17,YOLO,c17,Ex6,False,38,293.33425825028826,480.7762852123176,38,919,4.134929270946682
PM_039-c18,MoveNet,c18,Ex1,False,37,31.49873894677811,33.16488506400035,37,1268,2.917981072555205
PM_035-c17,MoveNet,c17,Ex4,False,37,246.60726576559338,356.15306736168907,37,412,8.980582524271846
PM_029-c17,MoveNet,c17,Ex6,False,37,238.4659332929612,327.54718696733534,37,1030,3.5922330097087376
PM_119-c17,MediaPipe,c17,Ex3,True,36,152.68314951171592,348.80641372084915,36,506,7.114624505928854
PM_119-c18,MediaPipe,c18,Ex3,False,35,85.7932525234046,328.52449300322576,35,494,7.08502024291498
PM_030-c17,MediaPipe,c17,Ex3,False,35,139.26182914454392,272.8782558844219,35,729,4.801097393689986
PM_006-c17,MediaPipe,c17,Ex4,False,34,40.69555064981079,80.85246765620002,34,348,9.770114942528735
PM_039-c18,YOLO,c18,Ex1,False,34,32.476013048367456,35.95509583521088,34,1268,2.6813880126182967
PM_104-c17,MoveNet,c17,Ex5,False,33,161.4430681678131,419.2490527796637,33,1065,3.0985915492957745
PM_118-c17,YOLO,c17,Ex6,False,33,399.42266294629235,554.3917138480467,33,818,4.034229828850855
PM_113-c17,YOLO,c17,Ex6,False,33,403.16529576113203,475.4652160448489,33,1033,3.1945788964181996
PM_035-c17,MediaPipe,c17,Ex4,False,32,235.6099458710529,315.9216129377575,32,412,7.766990291262135
PM_014-c18,YOLO,c18,Ex2,False,32,35.716136315337955,50.00531306912706,32,1750,1.8285714285714287
PM_031-c17,YOLO,c17,Ex3,False,31,249.6168848993925,474.2317685842406,31,523,5.927342256214149
PM_041-c17,MediaPipe,c17,Ex4,False,31,42.11413170246398,64.7624141235079,31,858,3.613053613053613
PM_042-c18,MoveNet,c18,Ex5,False,31,46.803516631449625,59.94873579629882,31,1205,2.572614107883817
PM_030-c18,MediaPipe,c18,Ex3,False,31,40.8307087313788,230.27418826185885,31,729,4.252400548696845
PM_111-c17,MoveNet,c17,Ex4,False,30,408.1639145817581,467.27913001904807,30,1197,2.506265664160401
PM_004-c17,MoveNet,c17,Ex2,False,30,37.01949206075824,49.665273602733954,30,973,3.0832476875642345
PM_034-c18,MoveNet,c18,Ex4,False,30,38.679147718460484,53.54876295239293,30,370,8.108108108108109
PM_113-c18,YOLO,c18,Ex6,False,29,33.449122253817954,58.54224020591633,29,1300,2.230769230769231
PM_043-c18,YOLO,c18,Ex6,False,29,40.16507570199412,70.36600184912662,29,1155,2.5108225108225106
PM_026-c18,MoveNet,c18,Ex2,False,28,85.23585915815416,112.30231128613677,28,763,3.669724770642202
PM_025-c18,MediaPipe,c18,Ex2,False,28,77.01938422893828,121.28282037522176,28,867,3.229527104959631
PM_103-c18,MoveNet,c18,Ex4,False,28,41.82255503487967,74.1906141941203,28,1147,2.4411508282476024
PM_018-c17,YOLO,c17,Ex4,False,28,37.179976087041055,42.23645003821937,28,430,6.511627906976744
PM_122-c17,MediaPipe,c17,Ex1,False,28,40.836380824825234,76.89565250539567,28,1247,2.245388933440257
PM_034-c18,YOLO,c18,Ex4,False,27,37.52267080462664,48.517978546606486,27,370,7.297297297297297
PM_006-c17,MoveNet,c17,Ex4,False,27,49.301990296721016,76.73997156101352,27,348,7.758620689655173
PM_012-c17,MoveNet,c17,Ex1,False,26,313.62025282379693,364.5671765972984,26,799,3.254067584480601
PM_028-c17,MoveNet,c17,Ex5,False,26,218.38916428162872,359.47944560341995,26,1213,2.1434460016488046
PM_110-c17,YOLO,c17,Ex2,False,25,514.1588976341109,678.2229953853662,25,1592,1.5703517587939697
PM_011-c18,MediaPipe,c18,Ex3,False,25,32.366748140720176,49.62012176977212,25,545,4.587155963302752
PM_108-c17,MediaPipe,c17,Ex3,True,24,64.06172902733671,373.0786240647985,24,943,2.545068928950159
PM_031-c17,MoveNet,c17,Ex3,False,24,93.79931866800769,303.30309906584614,24,545,4.4036697247706424
PM_005-c18,MediaPipe,c18,Ex4,False,23,65.48209965014894,187.25836412161556,23,903,2.547065337763012
PM_029-c17,YOLO,c17,Ex6,False,23,256.7007946172807,307.45481018225934,23,1030,2.233009708737864
PM_118-c17,MoveNet,c17,Ex6,False,23,380.50880697030044,444.03850285867026,23,821,2.8014616321559074
PM_041-c17,MoveNet,c17,Ex4,False,23,37.22417443862625,46.4349423422892,23,858,2.6806526806526807
PM_003-c18,YOLO,c18,Ex2,False,23,35.46469464202563,52.71256894920749,23,1596,1.4411027568922306
PM_018-c18,YOLO,c18,Ex4,False,22,33.11568245208015,36.79442288035339,22,430,5.116279069767442
PM_005-c17,MoveNet,c17,Ex4,False,22,426.40713930965836,482.28826224444356,22,903,2.436323366555925
PM_108-c18,YOLO,c18,Ex3,False,21,34.57421217551452,92.75664266430977,21,943,2.2269353128313893
PM_119-c18,MoveNet,c18,Ex3,False,21,35.072602462966536,37.97327898601989,21,506,4.150197628458498
PM_005-c18,MoveNet,c18,Ex4,False,21,73.81887072738945,205.12719263684858,21,903,2.3255813953488373
PM_033-c18,YOLO,c18,Ex2,False,21,34.38787422007813,39.92015643026691,21,1292,1.6253869969040249
PM_034-c18,MediaPipe,c18,Ex4,False,20,45.538093934394645,55.73005094393396,20,370,5.405405405405405
PM_005-c17,MediaPipe,c17,Ex4,False,20,379.7043031098768,476.3869472545198,20,902,2.2172949002217295
PM_122-c18,MediaPipe,c18,Ex1,False,20,33.594537777416065,52.827412928541946,20,1247,1.6038492381716118
PM_042-c17,YOLO,c17,Ex5,False,20,340.5770545358069,470.4591259342435,20,1203,1.6625103906899419
PM_116-c18,YOLO,c18,Ex4,False,20,31.837938198658367,33.071420785039415,20,780,2.564102564102564
PM_041-c18,YOLO,c18,Ex4,False,19,31.876168758167456,35.15888651209308,19,858,2.2144522144522143
PM_113-c17,MoveNet,c17,Ex6,False,19,398.81975478521014,476.886760813324,19,1300,1.4615384615384615
PM_116-c17,MoveNet,c17,Ex4,False,19,338.91240412025587,439.83961761781,19,780,2.435897435897436
PM_125-c17,MediaPipe,c17,Ex5,False,19,84.37615214699565,450.35597323465896,19,1050,1.8095238095238095
PM_107-c18,MoveNet,c18,Ex3,False,18,34.351479859236974,42.30547263686338,18,454,3.9647577092511015
PM_115-c18,YOLO,c18,Ex2,False,18,32.229032267874835,36.67193174409006,18,1394,1.291248206599713
PM_038-c17,YOLO,c17,Ex6,False,18,411.2031202110001,783.5076379977112,18,823,2.187120291616039
PM_028-c17,MediaPipe,c17,Ex5,False,17,180.28588068335367,271.52224112558343,17,1213,1.4014839241549877
PM_029-c17,MediaPipe,c17,Ex6,False,17,218.6310577638249,355.9866817096463,17,1030,1.650485436893204
PM_125-c18,MediaPipe,c18,Ex5,False,16,42.41972321560852,56.32720001526591,16,1050,1.5238095238095237
PM_032-c17,YOLO,c17,Ex1,False,16,369.46419401264876,414.7195937496993,16,913,1.7524644030668126
PM_037-c17,YOLO,c17,Ex5,False,16,414.4970242225466,452.0833994421449,16,700,2.2857142857142856
PM_125-c17,MoveNet,c17,Ex5,False,16,344.85733739366424,485.8402361010843,16,1050,1.5238095238095237
PM_008-c17,YOLO,c17,Ex6,False,15,299.67816857825267,403.1376069948865,15,1730,0.8670520231213872
PM_013-c17,YOLO,c17,Ex2,False,15,305.7840491480647,369.047621440097,15,485,3.0927835051546393
PM_018-c18,MoveNet,c18,Ex4,False,15,32.45607048731179,35.28957809641186,15,430,3.488372093023256
PM_037-c18,MoveNet,c18,Ex5,False,15,47.17211698277349,57.96097901028785,15,749,2.0026702269692924
PM_030-c18,YOLO,c18,Ex3,False,15,37.853049074469595,55.71808028397153,15,729,2.05761316872428
PM_107-c17,MediaPipe,c17,Ex3,False,15,57.43197647463072,101.73642474326539,15,454,3.303964757709251
PM_126-c17,YOLO,c17,Ex6,False,14,287.0021074205635,511.4319881012827,14,1042,1.3435700575815739
PM_044-c18,MediaPipe,c18,Ex3,False,14,349.1778715615405,424.07584463816886,14,538,2.6022304832713754
PM_122-c17,YOLO,c17,Ex1,False,14,492.6077294708339,570.6674822979397,14,979,1.4300306435137897
PM_028-c18,MoveNet,c18,Ex5,False,14,46.85330293127521,66.48355726324804,14,1213,1.1541632316570487
PM_012-c18,MediaPipe,c18,Ex1,False,13,34.96911565912498,42.36464758225799,13,801,1.6229712858926344
PM_037-c17,MoveNet,c17,Ex5,False,13,303.62781497009644,480.4054349074428,13,749,1.7356475300400533
PM_038-c17,MediaPipe,c17,Ex6,False,13,271.7350794989131,338.09951795194075,13,825,1.575757575757576
PM_026-c17,MoveNet,c17,Ex2,False,13,45.872998659362636,70.91810553684219,13,763,1.7038007863695939
PM_040-c18,YOLO,c18,Ex2,False,13,35.946096405244944,47.74802681501842,13,1157,1.1235955056179776
PM_038-c17,MoveNet,c17,Ex6,False,13,317.60260324389685,632.216206340463,13,825,1.575757575757576
PM_124-c18,YOLO,c18,Ex4,False,13,32.22971312900076,34.470240321348285,13,1109,1.1722272317403066
PM_102-c17,YOLO,c17,Ex2,False,13,399.25341594561456,501.4475558686464,13,1526,0.8519003931847969
PM_125-c17,YOLO,c17,Ex5,False,13,364.0431487765884,465.436901859041,13,1050,1.2380952380952381
PM_045-c17,YOLO,c17,Ex3,False,12,200.13037866429374,367.9076991531042,12,365,3.287671232876712
PM_103-c18,MediaPipe,c18,Ex4,False,12,34.732047672322324,38.57935065635207,12,1147,1.046207497820401
PM_037-c18,YOLO,c18,Ex5,False,12,44.9301522776806,59.12951695742182,12,749,1.602136181575434
PM_023-c18,MoveNet,c18,Ex1,False,12,30.417125162946984,31.14739202560933,12,570,2.1052631578947367
PM_114-c17,MoveNet,c17,Ex1,False,12,369.8608669563962,449.5223769181519,12,1723,0.6964596633778294
PM_032-c18,MoveNet,c18,Ex1,False,12,34.179763918689424,35.595784843169206,12,984,1.2195121951219512
PM_002-c17,MediaPipe,c17,Ex1,False,11,110.06140494689544,337.034720922555,11,666,1.6516516516516515
PM_123-c18,MoveNet,c18,Ex2,False,11,31.449278027876645,32.23217781259779,11,1462,0.7523939808481532
PM_016-c17,MediaPipe,c17,Ex1,False,11,43.16681621097888,64.67739611652138,11,678,1.6224188790560472
PM_024-c17,MoveNet,c17,Ex1,False,11,57.215450676779504,300.31975052649165,11,702,1.566951566951567
PM_109-c17,MoveNet,c17,Ex1,False,11,285.3667867116353,481.50632938143764,11,1742,0.6314580941446613
PM_104-c17,MediaPipe,c17,Ex5,False,11,123.07545229493161,375.3262827109615,11,1065,1.0328638497652582
PM_044-c18,YOLO,c18,Ex3,False,11,298.26414543632814,410.14059338127277,11,538,2.0446096654275094
PM_045-c17,MediaPipe,c17,Ex3,False,10,37.414877263861925,42.42838645316566,10,364,2.7472527472527473
PM_013-c17,MoveNet,c17,Ex2,False,10,254.6914111564394,302.83909702371557,10,485,2.0618556701030926
PM_113-c17,MediaPipe,c17,Ex6,False,10,378.1310912858736,425.1160327389329,10,1300,0.7692307692307693
PM_030-c18,MoveNet,c18,Ex3,False,10,32.02632832507325,33.5495808827289,10,729,1.3717421124828533
PM_006-c17,YOLO,c17,Ex4,False,10,35.55712791600721,46.10581209392714,10,348,2.8735632183908044
PM_001-c18,YOLO,c18,Ex1,False,10,31.89125952929955,35.53630039914481,10,1006,0.9940357852882704
PM_034-c17,YOLO,c17,Ex4,False,9,37.65496975323495,46.57707881965052,9,370,2.4324324324324325
PM_042-c17,MoveNet,c17,Ex5,False,9,364.46293646214207,433.26103627344065,9,1205,0.7468879668049793
PM_043-c17,MediaPipe,c17,Ex6,False,9,323.56524583535975,347.94083879224337,9,1155,0.7792207792207793
PM_012-c17,MediaPipe,c17,Ex1,False,9,235.24666522001786,348.9780744027905,9,800,1.125
PM_029-c18,MediaPipe,c18,Ex6,False,9,74.7188122857374,154.14635090803662,9,1026,0.8771929824561403
PM_022-c18,MoveNet,c18,Ex6,False,8,60.02435479060177,69.84738687528704,8,919,0.8705114254624592
PM_020-c17,MoveNet,c17,Ex4,False,8,102.91077399272608,289.5242801554309,8,414,1.932367149758454
PM_044-c18,MoveNet,c18,Ex3,False,8,398.65435187372935,412.8128027537521,8,538,1.486988847583643
PM_018-c18,MediaPipe,c18,Ex4,False,8,37.71395575013949,45.16418867208123,8,430,1.8604651162790697
PM_118-c17,MediaPipe,c17,Ex6,False,8,359.87305544198415,400.97398681582456,8,821,0.9744214372716199
PM_002-c17,YOLO,c17,Ex1,False,7,383.78130830108404,393.75470383801667,7,666,1.0510510510510511
PM_045-c17,MoveNet,c17,Ex3,False,7,273.626831018402,370.62721510382625,7,365,1.9178082191780823
PM_026-c17,YOLO,c17,Ex2,False,7,229.12387132180646,277.67588757374364,7,763,0.9174311926605505
PM_115-c17,YOLO,c17,Ex2,False,7,432.3191246892487,490.21733334940456,7,1394,0.5021520803443328
PM_000-c18,MediaPipe,c18,Ex1,False,7,32.465928461615555,38.76899833163889,7,435,1.6091954022988506
PM_008-c17,MoveNet,c17,Ex6,False,7,250.98538995383095,381.1324576560907,7,1731,0.4043905257076834
PM_043-c18,MediaPipe,c18,Ex6,False,7,121.8624068451318,204.1128010063061,7,1155,0.6060606060606061
PM_126-c17,MoveNet,c17,Ex6,False,6,269.86521019654595,400.25246206148495,6,1134,0.5291005291005291
PM_016-c17,YOLO,c17,Ex1,False,6,341.18547491679874,411.90050121363566,6,681,0.881057268722467
PM_037-c18,MediaPipe,c18,Ex5,False,6,46.21172428938433,58.811379522378935,6,749,0.801068090787717
PM_105-c17,MediaPipe,c17,Ex6,False,5,32.60173294701271,35.323787375085104,5,1096,0.45620437956204374
PM_115-c17,MoveNet,c17,Ex2,False,5,390.8666852365462,454.7451613088163,5,1394,0.3586800573888092
PM_013-c18,YOLO,c18,Ex2,False,5,31.73818744664046,32.96615962019795,5,485,1.0309278350515463
PM_001-c18,MediaPipe,c18,Ex1,False,5,40.96691164475749,55.93127305694418,5,1006,0.4970178926441352
PM_114-c18,YOLO,c18,Ex1,False,5,30.70694605444519,32.026697018561464,5,1723,0.2901915264074289
PM_033-c17,YOLO,c17,Ex2,False,5,375.68387373641355,408.707187350514,5,1284,0.3894080996884735
PM_038-c18,YOLO,c18,Ex6,False,5,35.10291515664666,40.57380217685886,5,825,0.6060606060606061
PM_105-c18,MediaPipe,c18,Ex6,False,4,35.426715960539475,38.816732642267986,4,1096,0.36496350364963503
PM_107-c17,MoveNet,c17,Ex3,False,4,205.87360942794152,376.4407267627259,4,454,0.881057268722467
PM_124-c18,MediaPipe,c18,Ex4,False,4,39.41569844487076,52.41598504969384,4,1109,0.36068530207394045
PM_105-c18,YOLO,c18,Ex6,False,4,31.795459783539357,33.03236968380043,4,1096,0.36496350364963503
PM_029-c18,YOLO,c18,Ex6,False,3,39.3357593822017,42.699138210794246,3,1030,0.2912621359223301
PM_032-c17,MoveNet,c17,Ex1,False,3,331.5397804999154,344.9395604055114,3,984,0.3048780487804878
PM_024-c18,MoveNet,c18,Ex1,False,3,71.21206324306682,80.07091787896039,3,702,0.4273504273504274
PM_020-c17,YOLO,c17,Ex4,False,3,294.50989561587767,314.67188095651034,3,414,0.7246376811594203
PM_022-c18,MediaPipe,c18,Ex6,False,3,142.23980297614287,190.35214401613902,3,919,0.3264417845484222
PM_039-c18,MediaPipe,c18,Ex1,False,3,33.46823340488491,37.45978215939603,3,1268,0.23659305993690852
