video_id,model,camera,exercise,is_coach,n_outlier_frames,mean_outlier_nmpjpe,max_nmpjpe,frame_count,total_frames,outlier_rate
PM_041-c18,MediaPipe,c18,Ex4,False,3,30.84195952303186,31.140283317587986,3,858,0.34965034965034963
PM_123-c17,YOLO,c17,Ex2,False,3,477.94860690280484,528.1344575827441,3,1436,0.20891364902506965
PM_008-c18,MediaPipe,c18,Ex6,False,2,168.29463011617722,172.97004905961003,2,1731,0.11554015020219525
PM_001-c17,MediaPipe,c17,Ex1,False,2,69.8573256737906,86.85680422800759,2,1006,0.19880715705765406
PM_008-c18,MoveNet,c18,Ex6,False,2,43.4664750356205,54.803720849111336,2,1731,0.11554015020219525
PM_013-c18,MediaPipe,c18,Ex2,False,2,106.07621701535531,173.51356099322635,2,485,0.4123711340206186
PM_114-c18,MediaPipe,c18,Ex1,False,2,34.15514880548653,34.359811963743994,2,1723,0.11607661056297155
PM_113-c18,MoveNet,c18,Ex6,False,2,48.44260901167058,51.817186928587724,2,1300,0.15384615384615385
PM_029-c18,MoveNet,c18,Ex6,False,2,49.88536066305649,62.69613893818612,2,1030,0.1941747572815534
PM_032-c18,MediaPipe,c18,Ex1,False,2,30.454206964929,30.75188720267872,2,984,0.20325203252032523
PM_008-c18,YOLO,c18,Ex6,False,2,43.89113074548688,54.56682004207857,2,1731,0.11554015020219525
PM_004-c17,YOLO,c17,Ex2,False,2,286.9834857059691,303.05873127162045,2,973,0.20554984583761562
PM_004-c18,MoveNet,c18,Ex2,False,2,60.196320754454106,71.02501959252908,2,973,0.20554984583761562
PM_045-c18,YOLO,c18,Ex3,False,2,46.00238795648927,61.52680237586711,2,365,0.547945205479452
PM_105-c18,MoveNet,c18,Ex6,False,2,30.88163416672521,31.219780070237217,2,1096,0.18248175182481752
PM_000-c18,MoveNet,c18,Ex1,False,2,30.899309671339562,31.33001551589074,2,435,0.45977011494252873
PM_118-c18,YOLO,c18,Ex6,False,2,35.20408460381347,36.19987565629565,2,821,0.24360535931790497
PM_018-c17,MoveNet,c17,Ex4,False,2,309.9152358679074,312.02983328485755,2,430,0.46511627906976744
PM_016-c17,MoveNet,c17,Ex1,False,2,299.4941268023857,303.9969704662745,2,681,0.2936857562408223
PM_039-c17,MoveNet,c17,Ex1,False,1,442.07165900894256,442.07165900894256,1,1268,0.07886435331230283
PM_038-c18,MoveNet,c18,Ex6,False,1,32.46717691660639,32.46717691660639,1,825,0.12121212121212122
PM_038-c18,MediaPipe,c18,Ex6,False,1,33.04763030339889,33.04763030339889,1,825,0.12121212121212122
PM_045-c18,MediaPipe,c18,Ex3,False,1,65.40555724977436,65.40555724977436,1,365,0.273972602739726
PM_045-c18,MoveNet,c18,Ex3,False,1,57.21059172324757,57.21059172324757,1,365,0.273972602739726
PM_124-c18,MoveNet,c18,Ex4,False,1,31.20072556618182,31.20072556618182,1,1109,0.09017132551848511
PM_003-c18,MoveNet,c18,Ex2,False,1,38.53297532416733,38.53297532416733,1,1596,0.06265664160401002
PM_122-c18,YOLO,c18,Ex1,False,1,52.414897884130404,52.414897884130404,1,1247,0.08019246190858059
PM_101-c17,MediaPipe,c17,Ex1,False,1,42.19478794270286,42.19478794270286,1,436,0.22935779816513763
PM_101-c17,YOLO,c17,Ex1,False,1,32.64644488935176,32.64644488935176,1,185,0.5405405405405406
PM_103-c17,MediaPipe,c17,Ex4,False,1,35.14429629003306,35.14429629003306,1,1147,0.08718395815170009
PM_042-c17,MediaPipe,c17,Ex5,False,1,423.07479010125957,423.07479010125957,1,1205,0.08298755186721991
PM_022-c18,YOLO,c18,Ex6,False,1,31.23028511243113,31.23028511243113,1,919,0.1088139281828074
PM_114-c17,MediaPipe,c17,Ex1,False,1,337.23347731254836,337.23347731254836,1,1723,0.05803830528148578
PM_024-c18,MediaPipe,c18,Ex1,False,1,134.6643090606878,134.6643090606878,1,702,0.14245014245014245
PM_111-c17,MediaPipe,c17,Ex4,False,1,376.9663408420202,376.9663408420202,1,1197,0.0835421888053467
PM_109-c17,MediaPipe,c17,Ex1,False,1,32.49345833104028,32.49345833104028,1,1742,0.0574052812858783
PM_108-c18,MoveNet,c18,Ex3,False,1,95.61973429076687,95.61973429076687,1,943,0.10604453870625664
PM_033-c18,MoveNet,c18,Ex2,False,1,30.66545577253955,30.66545577253955,1,1292,0.07739938080495357
PM_115-c18,MoveNet,c18,Ex2,False,1,33.035534589683635,33.035534589683635,1,1394,0.07173601147776185
PM_011-c18,YOLO,c18,Ex3,False,1,46.89934775941122,46.89934775941122,1,545,0.1834862385321101
PM_011-c18,MoveNet,c18,Ex3,False,1,51.78006034151292,51.78006034151292,1,545,0.1834862385321101
PM_020-c17,MediaPipe,c17,Ex4,False,1,35.128197381023554,35.128197381023554,1,414,0.24154589371980675
PM_014-c18,MoveNet,c18,Ex2,False,1,35.625600145663256,35.625600145663256,1,1750,0.05714285714285715
PM_116-c18,MoveNet,c18,Ex4,False,1,31.807929973247727,31.807929973247727,1,780,0.1282051282051282
PM_116-c18,MediaPipe,c18,Ex4,False,1,39.56638167255103,39.56638167255103,1,780,0.1282051282051282
PM_006-c18,MediaPipe,c18,Ex4,False,1,33.22303803665617,33.22303803665617,1,348,0.28735632183908044
PM_122-c17,MoveNet,c17,Ex1,False,1,74.12397048784214,74.12397048784214,1,1247,0.08019246190858059
