image_id,model,nmpjpe,n_valid_joints,is_detection_failure,is_outlier,torso_length,n_persons_in_image,is_single_person,error_left_shoulder,error_right_shoulder,error_left_elbow,error_right_elbow,error_left_wrist,error_right_wrist,error_left_hip,error_right_hip,error_left_knee,error_right_knee,error_left_ankle,error_right_ankle
139,YOLOv8,8.98262956026919,10,False,False,47.762432936357,1,True,7.6843446064530685,8.601603155229999,6.338461443051378,,21.488047845440054,,7.2883619615850535,4.457114878895067,10.937997517216191,3.6022657861065794,12.637913464848852,6.790184943865656
785,YOLOv8,9.936818312445787,12,False,False,94.86832980505137,1,True,16.58769108438183,9.558198525744587,20.020182146201172,6.369107900087373,8.108072768837191,4.901633539028274,13.690219132118642,4.612418135768618,9.684971533735743,6.114875143958525,10.892006464935129,8.702443374552365
885,YOLOv8,40.33850863601518,12,False,False,51.29571132170798,3,False,12.249428731701725,17.389980515461094,27.38707033543866,7.597943215593881,14.673743090477126,9.04047757646393,20.78647522532934,14.24419194392686,12.729878454654969,97.13224171729131,20.44265481142984,230.38801801441343
1000,YOLOv8,4.385668878816039,8,False,False,113.1591799192624,11,False,8.439341402724686,2.5760388178129916,0.386294548011833,4.661324605461266,0.928425289850352,,10.141118124200755,4.836596812686368,3.116211429780068,,,
1490,YOLOv8,12.321090437189278,12,False,False,29.34706118165838,1,True,0.9877955022574549,12.979896690155323,17.783662746878264,11.250187782476862,9.638440063342433,21.448692723742756,16.739466680791715,7.617693517953411,14.929337842973775,1.8037575030622748,13.113737388176771,19.560416804460328
2006,YOLOv8,16.793278823499836,9,False,False,32.59601202601324,2,False,12.078350966955062,8.570868352935403,19.28218469079577,15.728559892173333,12.817007453465754,,5.5806080264248745,4.895961040066449,24.714646790042433,,47.47132219863943,
2153,YOLOv8,11.175334635950742,12,False,False,53.75872022286245,4,False,7.236296078472251,12.663813106345447,4.291625045834466,7.127944492024351,21.134535780449273,6.487472556505482,10.603483472319132,17.816036877092706,19.955961159337697,1.8581446262883594,9.616491683248249,15.312210753491485
2299,YOLOv8,93.42565153755592,10,False,False,36.53080891521566,13,False,125.62594632237803,123.33197807172265,130.70105516151577,116.39235412965812,124.61310418707232,,92.07741003918422,84.78688274710392,47.54930479624125,56.23791880928955,,32.940561111393464
2473,YOLOv8,94.61910653285857,12,False,False,44.02556075736003,2,False,65.5741448831947,63.12113442110851,151.38396241444033,155.82247023664888,241.17252830564934,228.70741624964253,41.09046658101722,31.78888058969744,44.676460058027715,32.16659017281713,47.86262838900869,32.06259609305048
2532,YOLOv8,6.788559304915142,12,False,False,45.09988913511872,1,True,1.1850077550169706,5.997624785863131,7.673633899566617,6.263894720050079,6.018756633156196,10.670903992914292,8.862392684637822,12.283949016681186,5.556557086728811,7.952877276270316,1.4613975230416043,7.535716285054696
