image_id,model,nmpjpe,n_valid_joints,is_detection_failure,is_outlier,torso_length,n_persons_in_image,is_single_person,error_left_shoulder,error_right_shoulder,error_left_elbow,error_right_elbow,error_left_wrist,error_right_wrist,error_left_hip,error_right_hip,error_left_knee,error_right_knee,error_left_ankle,error_right_ankle
139,MoveNet,16.03671007181667,4,False,False,47.762432936357,1,True,8.402291261313911,15.526894925170081,,,,,19.87122770488376,20.346426395898927,,,,
785,MoveNet,6.6068027100235485,10,False,False,94.86832980505137,1,True,7.894931511497723,14.359879256400177,,2.762471755280684,,4.449211193024713,10.735636737274692,7.1833403965425,6.530537871330283,2.5701682635022607,7.320650572763701,2.2611995426187366
885,MoveNet,27.036217405037252,6,False,False,51.29571132170798,3,False,,18.42944853132539,,,10.512704368147773,,12.529750719445154,9.563397786134828,6.492584506439146,104.68941851873122,,
1000,MoveNet,7.359777163069583,5,False,False,113.1591799192624,11,False,4.117190367847805,7.201948381281322,15.434425943750703,,,,3.330580073956941,,6.71474104851114,,,
1490,MoveNet,19.018440037506586,4,False,False,29.34706118165838,1,True,28.111066168195343,30.588932273349556,,,,,,,8.844696113106764,8.529065595374677,,
2006,MoveNet,18.43566487595866,1,False,False,32.59601202601324,2,False,18.43566487595866,,,,,,,,,,,
2153,MoveNet,15.382704726675717,2,False,False,53.75872022286245,4,False,,,,,,,,,,22.31665236890548,,8.448757084445955
2299,MoveNet,,0,True,False,36.53080891521566,13,False,,,,,,,,,,,,
2473,MoveNet,14.554935059975557,4,False,False,44.02556075736003,2,False,7.114146113435002,11.739665871594443,,,,,17.956531392462026,21.409396862410762,,,,
2532,MoveNet,11.129918858012514,7,False,False,45.09988913511872,1,True,8.131768208793257,8.07677068774471,,,,,16.942074971993957,20.059875320253866,7.262275378154351,10.652430051546121,6.784237387601337,
2685,MoveNet,24.13036408012256,4,False,False,127.78301921616972,5,False,15.469572670739526,,,,,,27.25559026982807,33.658376378670646,,,,20.137917001252003
3156,MoveNet,9.628267726830492,6,False,False,202.72210042321484,1,True,5.489566756987905,1.547766615177111,1.845095186192576,2.0359813975511667,,,23.464722950592147,23.386473454482047,,,,
3934,MoveNet,7.187920741240797,7,False,False,82.97590011563598,6,False,,8.067534437979653,5.79493974577343,,,,2.3415252490485017,6.816343985528621,14.02645515677732,5.955729355529318,,7.312917258048736
4765,MoveNet,9.823850363176879,8,False,False,47.71268175233918,1,True,5.647686634020943,14.291042390335123,,10.447348684073283,,,8.853883628247356,11.786524247932821,5.481705756105194,14.715258133681195,7.36735343101912,
5001,MoveNet,11.491217266661645,4,False,False,125.52788534823647,11,False,,,,5.893550819978721,1.6147882222906,,16.227127146730457,22.229402877646802,,,,
5060,MoveNet,5.875003220254613,11,False,False,83.59575348066431,1,True,3.6392315608163273,7.496237492094426,3.739333070899869,4.714599897734128,2.7476880678779665,7.2446184250491665,9.308141451205959,3.27508474384737,7.693288299603558,8.178888879501994,6.58792353416999,
