image_id,model,nmpjpe,n_valid_joints,is_detection_failure,is_outlier,torso_length,n_persons_in_image,is_single_person,error_left_shoulder,error_right_shoulder,error_left_elbow,error_right_elbow,error_left_wrist,error_right_wrist,error_left_hip,error_right_hip,error_left_knee,error_right_knee,error_left_ankle,error_right_ankle
139,YOLOv8m,9.376169121993396,10,False,False,47.762432936357,1,True,3.44333913430188,9.871441139775648,3.298390480205857,,14.811709786300064,,9.473193992572574,8.079681711538948,12.528437201183637,13.672043905689197,4.447203146887924,14.136250721478225
785,YOLOv8m,9.213682715510158,12,False,False,94.86832980505137,1,True,12.704867970957528,6.801865239180086,13.47607056819652,6.332651930428676,7.543615875197582,3.291347592882964,13.347106470289225,5.936486276197841,9.997181818353083,7.261751239563824,14.085300769758966,9.785946835115615
885,YOLOv8m,21.604093660942596,12,False,False,51.29571132170798,3,False,16.435563911708915,18.27499813795662,7.830680357241652,4.57096783716567,4.72410260151535,2.8244880848899445,10.029135100011295,11.652600973651039,25.24238694324787,24.040292329275424,30.973239600856772,102.65066805379064
1000,YOLOv8m,4.377884759152159,9,False,False,113.1591799192624,11,False,7.572562739826405,6.156941995297158,3.9228807347507515,3.8591277544059714,3.3201766306659213,,4.803946282680291,5.5249180212372115,1.565057834885692,2.6753508386200284,,
1490,YOLOv8m,9.676262000593896,12,False,False,29.34706118165838,1,True,6.654254668522699,7.366988075465557,5.60039744262059,6.3925504257859505,7.4136802165590625,14.85593344079941,16.82868799826742,11.812301191919815,8.840673925574956,2.0393069573011813,13.805337712456051,14.505031951854072
2006,YOLOv8m,22.776443549263497,9,False,False,32.59601202601324,2,False,7.770274817431363,3.7140045541841693,5.516938461138755,10.31074935240179,3.963591825809085,,13.67620040062904,8.473990142896303,50.32926932622238,,101.23297306265859,
2153,YOLOv8m,10.312286739540143,12,False,False,53.75872022286245,4,False,6.218265391691223,8.449239073998525,5.5672292613859495,10.005544127395435,14.64576573629254,4.418370634806631,11.005617808108317,14.135786854205776,15.504258997368659,8.428303429974536,19.34348452028589,6.025575038968222
2299,YOLOv8m,92.61679932189084,9,False,False,36.53080891521566,13,False,129.48248822036345,123.65622629314184,132.94161618103982,,116.89207563588799,,102.06448502502106,92.57503837617827,47.06204821724215,56.57827481745316,,32.29894113068982
2473,YOLOv8m,94.66491978794151,12,False,False,44.02556075736003,2,False,62.476719877379416,64.11664165531596,153.83139670697372,151.35811316436954,243.6582910831943,238.70301999324505,34.933550345433,34.581298470064255,41.29316336585514,29.162964455411387,45.3211113040274,36.54276703402891
2532,YOLOv8m,6.48325602358975,12,False,False,45.09988913511872,1,True,4.522772370650377,5.637569246216649,3.2065502595357156,7.10076317550815,9.313934351773812,5.772429815919619,8.949979003728211,9.065610759537055,2.2844735980249564,9.115721629587322,2.4126195042615826,10.416648568333528
2685,YOLOv8m,17.16160497423713,10,False,False,127.78301921616972,5,False,4.591732244412957,4.184356532676311,15.185200707005924,18.107854137536062,,,26.409094673423724,37.4486541705646,22.52017388287397,10.905776753251658,14.22149852866674,18.041708111959366
3156,YOLOv8m,14.472014507591213,12,False,False,202.72210042321484,1,True,6.142327796117906,3.363078942293912,4.441779067796163,3.1550430685283573,8.603666245270956,4.8191501629531945,20.305198293308337,32.40536964271761,23.48607184144932,5.621232059383144,52.01932316690038,9.301933804375283
3934,YOLOv8m,8.83266298216699,12,False,False,82.97590011563598,6,False,14.078378864909844,3.147466874992573,3.791938869626932,11.278437039922034,0.9114156642763385,9.623195349816632,10.329154923685087,9.04280710747053,19.835480164818744,9.832900922907786,11.629611955495953,2.491168048081432
4765,YOLOv8m,16.287944604181195,12,False,False,47.71268175233918,1,True,24.959506912540945,11.372568569662425,13.491511089830995,6.894553475352579,37.35338675106296,4.800899030090284,9.50479104999546,9.05473008083351,15.590326202272623,24.222655748552903,14.062058991879296,24.14834734810038
5001,YOLOv8m,7.588481497621255,9,False,False,125.52788534823647,11,False,9.499515192435389,6.245090872351556,6.587892786720182,5.006042008514482,4.1193948979051624,9.197635803037308,7.18934350203913,9.366644963550506,11.084773452037586,,,
5060,YOLOv8m,10.858646108378187,12,False,False,83.59575348066431,1,True,21.284814150211673,24.08751398146031,2.7009074831318953,7.22512418813838,7.755207869695746,7.204757811029908,11.390642821581741,18.041625247505408,10.225821750414935,10.787457202587465,4.75164414137147,4.848236653409301
5529,YOLOv8m,6.271784025045547,12,False,False,89.56840960963859,1,True,4.434606844051617,7.921516109093915,7.183924209442151,5.564189183223139,7.376929029636678,3.467668814010679,2.694631167927448,5.547478001802663,1.7279819265064826,12.472966495300613,3.8067590385898487,13.062757480961345
5586,YOLOv8m,616.1528827244294,2,False,True,21.70829334609241,1,True,616.835488773705,615.4702766751539,,,,,,,,,,
6460,YOLOv8m,34.84646159001296,12,False,False,27.518175811634027,1,True,14.2388254608572,24.08734456996785,14.899653287630702,95.04086062425343,18.478975757090065,103.88981177072782,15.218731011925978,13.28513271204371,20.284895069315148,31.517080518239027,0.4545204563696782,66.76170784173486
6471,YOLOv8m,5.754782391512514,12,False,False,70.50709184188496,8,False,4.922194469709548,6.138405691045203,8.00662775678085,0.3955078447098242,4.5399388335653095,8.13551935745307,0.4619560042074555,0.650904743491575,5.6258396110728315,10.705608611474181,10.074817013308145,9.400068761332161
6954,YOLOv8m,14.514373109157617,11,False,False,79.60056532462568,5,False,3.311991085572805,7.8206389033316475,26.258219303318636,4.353188416948629,7.899876182828629,3.5359632845736795,27.08115178670073,29.317883106098602,26.392890357424097,15.157048332125392,,8.529253441810932
7088,YOLOv8m,7.1203231208931,12,False,False,69.85162847063768,1,True,9.830848964490524,4.383680920631513,4.2493612537703465,6.551668354497293,2.7924739858439747,3.3667224506080826,6.194808453708676,9.785392462558876,13.901053545050065,16.46829966311519,3.318203450213825,4.601363946228836
7278,YOLOv8m,29.137464055310268,9,False,False,64.92495668077107,1,True,2.504203432407138,19.961541554283535,7.796305873174686,,10.193856940642494,79.84305748621999,28.928755528277723,27.75905692384711,28.067547327883556,57.18285143105619,,
