image_id,model,nmpjpe,n_valid_joints,is_detection_failure,is_outlier,torso_length,n_persons_in_image,is_single_person,error_left_shoulder,error_right_shoulder,error_left_elbow,error_right_elbow,error_left_wrist,error_right_wrist,error_left_hip,error_right_hip,error_left_knee,error_right_knee,error_left_ankle,error_right_ankle
139,MediaPipe_Lite,,0,True,False,47.762432936357,1,True,,,,,,,,,,,,
785,MediaPipe_Lite,8.920946053972541,12,False,False,94.86832980505137,1,True,5.989087038598188,16.65457212725752,11.308207459429182,1.6428805212511568,12.667028783694448,7.238573429012238,16.517389349547347,17.906506720719626,4.948238367819653,3.605850780710747,2.052177439968044,6.520840629662325
885,MediaPipe_Lite,127.95612608195873,10,False,True,51.29571132170798,3,False,159.58615074608755,160.92847993689736,,205.80884959292467,,186.03771421845207,52.935950837703125,74.06337681544373,34.02390292967087,182.88386439743084,21.640664697664686,201.65230664731237
1000,MediaPipe_Lite,32.92994334895667,7,False,False,113.1591799192624,11,False,25.913089571872543,34.90594378322397,34.293992285457,,33.39069129260807,,34.431119806108626,32.04616498174464,35.528601721681866,,,
1490,MediaPipe_Lite,33.781116791502804,9,False,False,29.34706118165838,1,True,24.20329068009462,43.926025588208645,84.71421980484517,,65.39859846707753,,25.668881207951394,16.2887897689685,6.872405597368744,,15.22285354688457,21.73498646212608
2473,MediaPipe_Lite,,0,True,False,44.02556075736003,2,False,,,,,,,,,,,,
2532,MediaPipe_Lite,12.301062068534229,12,False,False,45.09988913511872,1,True,4.257529995802875,11.002798360384027,16.196469961788715,13.783361131620698,3.792661885179524,7.873007635586542,25.994904712187406,25.30013907605137,15.79656982010435,11.631656144084014,5.139348618573577,6.844297481047662
2685,MediaPipe_Lite,28.734915949742124,9,False,False,127.78301921616972,5,False,29.896667179142312,18.322450706606922,61.62156931209306,,,,33.60539956270257,36.80228175605059,6.547539816437846,34.29323657108473,5.6331008875874655,31.891997755973627
3156,MediaPipe_Lite,7.942535389656049,10,False,False,202.72210042321484,1,True,2.859695487399904,3.5411639937235457,6.139681211396429,2.478706372887903,9.897903896140425,0.9889612749976753,18.969978169618248,23.20180673675481,,3.5558481880060597,,7.791608565635497
3934,MediaPipe_Lite,14.613875232334934,8,False,False,82.97590011563598,6,False,13.539106982816355,10.448331618903435,,2.618429664519923,,9.176076078198534,16.91833464182966,23.18289872724551,,21.744387768195118,,19.28343637697094
4765,MediaPipe_Lite,19.119302008314886,12,False,False,47.71268175233918,1,True,11.078353668347066,8.711483874778565,55.90573521727169,8.169403660716506,25.90320401199307,5.702850581235722,13.25131444224068,19.906418723374266,21.37897925085347,16.757768992345763,22.58851390304323,20.0775977735786
5060,MediaPipe_Lite,7.5739192627915815,12,False,False,83.59575348066431,1,True,0.7545495915336927,0.8352961886730437,2.770862103357882,7.759627194805577,5.6019494207884675,3.6216342430481956,18.04450087816108,14.626806324391527,12.082640933522212,5.986235444377087,10.735869312208429,8.067059518631794
