variant,family,n_failure,Missing-Detection_pct,Confidence-Collapse_pct,Multi-Person-Confusion_pct,Keypoint-Displacement_pct,Missing-Detection,Confidence-Collapse,Multi-Person-Confusion,Keypoint-Displacement,dominant
MediaPipe_Full,MediaPipe,1583,11.181301326595072,8.528111181301327,10.675931775110548,69.61465571699304,177,135,169,1102,Keypoint-Displacement
MoveNet_MultiPose,MoveNet,1875,19.68,51.413333333333334,2.0266666666666664,26.88,369,964,38,504,Confidence-Collapse
YOLOv8_Nano,YOLOv8,5610,63.81461675579323,13.885918003565061,0.7486631016042781,21.550802139037433,3580,779,42,1209,Missing-Detection
MediaPipe_Lite,MediaPipe,1920,6.09375,6.875000000000001,11.302083333333334,75.72916666666667,117,132,217,1454,Keypoint-Displacement
MediaPipe_Heavy,MediaPipe,1682,5.35077288941736,19.024970273483948,8.620689655172415,67.00356718192629,90,320,145,1127,Keypoint-Displacement
MoveNet_SP_Lightning,MoveNet,27011,96.57546925326719,3.039502424937988,0.0,0.3850283217948243,26086,821,0,104,Missing-Detection
MoveNet_SP_Thunder,MoveNet,3713,85.02558577969297,12.819822246162133,0.0,2.1545919741448962,3157,476,0,80,Missing-Detection
YOLOv8_Small,YOLOv8,5315,61.56161806208843,22.728127939793037,0.6020696142991533,15.108184383819378,3272,1208,32,803,Missing-Detection
YOLOv8_Medium,YOLOv8,6737,73.16312898916432,13.403592103310077,0.41561525901736673,13.017663648508238,4929,903,28,877,Missing-Detection
