exercise,subject_id,camera,model,num_frames,mean_nmpjpe,std_nmpjpe,median_nmpjpe,frames_over_30,frames_over_50,skip_rate,video_id,category
Ex3,PM_044,c17,YOLOv8-Pose n,538,43.856662894442834,89.67413101126266,14.23561778738673,75,73,0.0408921933085501,PM_044-c17,clean
Ex3,PM_044,c18,MediaPipe full,538,19.074817254214864,56.19498449779238,9.808346513693856,14,13,0.0334572490706319,PM_044-c18,clean
Ex3,PM_044,c18,MoveNet multipose,538,15.3271452079214,47.53025622979549,9.2888197065707,8,8,0.0326827757125154,PM_044-c18,clean
Ex3,PM_044,c18,YOLOv8-Pose n,538,15.728135902533309,47.084277881419794,9.023944388033671,11,9,0.01363073110285,PM_044-c18,clean
Ex3,PM_045,c17,MediaPipe full,364,14.906207481452698,3.121054834808944,14.095268120871488,3,0,0.2760989010989011,PM_045-c17,clean
Ex3,PM_045,c17,MoveNet multipose,365,18.30691170418496,37.823480096845934,13.364789776747736,7,6,0.2194063926940639,PM_045-c17,clean
Ex3,PM_045,c17,YOLOv8-Pose n,365,22.90303802879748,41.82473410369899,16.427690144132292,12,7,0.0114155251141552,PM_045-c17,clean
Ex3,PM_045,c18,MediaPipe full,365,14.834687654297175,4.697503280695647,13.1955454844573,1,1,0.0253424657534246,PM_045-c18,clean
Ex3,PM_045,c18,MoveNet multipose,365,14.26222974848867,3.1587327132122827,13.40414826016177,1,0,0.0420091324200913,PM_045-c18,clean
Ex3,PM_045,c18,YOLOv8-Pose n,365,15.501757073450028,5.390865671324545,13.71158793485972,2,1,0.0114155251141552,PM_045-c18,clean
Ex3,PM_107,c17,MediaPipe full,454,17.203210177959,7.297546859906816,15.318495443821975,12,4,0.2419236417033774,PM_107-c17,clean
Ex3,PM_107,c17,MoveNet multipose,454,16.49884966826465,26.00092564250915,14.468607298886068,3,2,0.2164096916299559,PM_107-c17,clean
Ex3,PM_107,c17,YOLOv8-Pose n,447,24.023221835460284,37.93863673872284,19.223512529792107,54,4,0.0104399701715137,PM_107-c17,clean
Ex3,PM_107,c18,MediaPipe full,454,18.66653222302548,14.368352313631004,14.187611909384623,50,22,0.0686490455212922,PM_107-c18,clean
Ex3,PM_107,c18,MoveNet multipose,454,14.450336765676184,3.610709043832365,13.31990566853912,0,0,0.1027900146842878,PM_107-c18,clean
Ex3,PM_107,c18,YOLOv8-Pose n,454,18.09764005950477,7.685365183199691,15.14041017782936,37,3,0.0086270190895741,PM_107-c18,clean
Ex3,PM_108,c17,MediaPipe full,943,17.235549267372676,13.49083476942391,15.730189998509164,21,8,0.2120890774125132,PM_108-c17,coach
Ex3,PM_108,c17,MoveNet multipose,939,46.19052754694812,96.83537626856987,16.973330376203425,115,77,0.2940184593539227,PM_108-c17,coach
Ex3,PM_108,c17,YOLOv8-Pose n,943,51.07179800776622,98.5390617287387,22.188163317819217,139,81,0.0425061859314245,PM_108-c17,coach
Ex3,PM_108,c18,MediaPipe full,943,16.69380525685363,6.834748034994552,15.00411690028202,48,6,0.0389713679745493,PM_108-c18,clean
Ex3,PM_108,c18,MoveNet multipose,943,16.07165492336594,3.43727313477752,15.913830300225657,1,1,0.0334040296924708,PM_108-c18,clean
Ex3,PM_108,c18,YOLOv8-Pose n,943,17.868780822848375,5.119695048898529,16.884636482583193,21,1,0.0047720042417815,PM_108-c18,clean
Ex3,PM_119,c17,MediaPipe full,506,24.130194849553035,48.02236556914304,13.554167382695834,36,25,0.2267786561264822,PM_119-c17,coach
Ex3,PM_119,c17,MoveNet multipose,504,73.9977491829334,126.354601608232,13.521617092718074,102,102,0.2599206349206349,PM_119-c17,coach
Ex3,PM_119,c17,YOLOv8-Pose n,506,72.99645130053581,119.94437831697748,17.935982595982146,117,91,0.072463768115942,PM_119-c17,coach
Ex3,PM_119,c18,MediaPipe full,494,21.696821453042013,28.939521863333397,16.9627879601273,35,15,0.09665991902834,PM_119-c18,clean
Ex3,PM_119,c18,MoveNet multipose,506,16.35144286375298,4.483034191623573,15.235766430669344,19,0,0.0597826086956521,PM_119-c18,clean
Ex3,PM_119,c18,YOLOv8-Pose n,506,21.67672821483397,9.510380136034444,18.437093848925823,66,18,0.0153162055335968,PM_119-c18,clean
Ex3,PM_121,c17,MediaPipe full,569,30.90473206365873,1.6378645303272918,30.735831952970518,412,0,0.2501464557703574,PM_121-c17,coach
Ex3,PM_121,c17,MoveNet multipose,565,60.29338354096767,107.0886748545486,31.07057083698276,374,41,0.292330383480826,PM_121-c17,coach
Ex3,PM_121,c17,YOLOv8-Pose n,561,75.3097873670529,126.62416503839091,33.985100112999255,456,57,0.0573380867498514,PM_121-c17,coach
Ex3,PM_121,c18,MediaPipe full,569,24.36244610261521,4.481479887244553,23.707150224443083,51,0,0.0,PM_121-c18,clean
Ex3,PM_121,c18,MoveNet multipose,569,26.27645920183553,4.354800672001288,26.0075711528585,77,0,0.0048330404217926,PM_121-c18,clean
Ex3,PM_121,c18,YOLOv8-Pose n,569,26.542419642210795,5.900300019321612,25.040194089075623,102,4,0.0,PM_121-c18,clean
Ex4,PM_005,c17,MediaPipe full,902,18.45175305713476,58.39224136723382,9.550413725248724,20,19,0.0043422025129342,PM_005-c17,clean
Ex4,PM_005,c17,MoveNet multipose,903,19.56976606028177,65.0430315116588,9.175739821492874,22,22,0.0347914359542266,PM_005-c17,clean
Ex4,PM_005,c17,YOLOv8-Pose n,903,20.68377500382133,64.65163033242277,8.940360010406634,51,21,9.228497600590628e-05,PM_005-c17,clean
Ex4,PM_005,c18,MediaPipe full,903,14.66299911100158,12.13025371667843,12.728363688432388,8,7,0.327796234772979,PM_005-c18,clean
Ex4,PM_005,c18,MoveNet multipose,903,12.270633884383344,12.514329599030756,10.53110424869281,8,8,0.3644333702473237,PM_005-c18,clean
Ex4,PM_005,c18,YOLOv8-Pose n,902,15.348437773006422,14.344891024424491,11.946308364524183,45,9,0.1659275683665926,PM_005-c18,clean
Ex4,PM_006,c17,MediaPipe full,348,20.50431910198305,8.913500698815353,17.239447691155654,35,5,0.105603448275862,PM_006-c17,clean
Ex4,PM_006,c17,MoveNet multipose,348,13.349747745384484,10.273795935475428,10.400592058183888,20,11,0.4238505747126437,PM_006-c17,clean
Ex4,PM_006,c17,YOLOv8-Pose n,348,14.954101049571705,4.57793660785742,13.585094216947692,10,0,0.0035919540229885,PM_006-c17,clean
Ex4,PM_006,c18,MediaPipe full,348,10.422489859979525,1.7773555520400823,10.251447114526387,1,0,0.0196360153256705,PM_006-c18,clean
Ex4,PM_006,c18,MoveNet multipose,348,9.518667980841572,1.4742878954868064,9.089642395386992,0,0,0.0486111111111111,PM_006-c18,clean
Ex4,PM_006,c18,YOLOv8-Pose n,348,10.722260396564316,2.100661345853699,10.099755999274084,0,0,0.0043103448275862,PM_006-c18,clean
Ex4,PM_018,c17,MediaPipe full,430,8.916355848292657,2.792264837082087,7.911671750464258,0,0,0.0011627906976744,PM_018-c17,clean
Ex4,PM_018,c17,MoveNet multipose,430,8.920674859580574,22.65094798921902,7.171416774881949,2,2,0.0292635658914728,PM_018-c17,clean
Ex4,PM_018,c17,YOLOv8-Pose n,430,11.547989478648562,7.981099464198317,8.341508072175426,28,0,0.0,PM_018-c17,clean
Ex4,PM_018,c18,MediaPipe full,430,10.371128645334425,4.314080124333092,9.212569228063522,5,0,0.3069767441860466,PM_018-c18,clean
Ex4,PM_018,c18,MoveNet multipose,430,10.010758193346613,4.727091181526412,8.908172618538249,8,0,0.3381782945736434,PM_018-c18,clean
Ex4,PM_018,c18,YOLOv8-Pose n,430,12.687617084644687,6.898865920441312,9.252941884049962,20,0,0.1666666666666665,PM_018-c18,clean
Ex4,PM_020,c17,MediaPipe full,414,8.871036507997369,1.361892456657552,8.670857841546555,0,0,0.1525764895330112,PM_020-c17,clean
Ex4,PM_020,c17,MoveNet multipose,411,8.605012155673123,2.50806481137772,8.31100901089457,2,0,0.1934306569343065,PM_020-c17,clean
Ex4,PM_020,c17,YOLOv8-Pose n,414,12.01549240173317,24.908009807874446,8.704543754885128,3,3,0.0102657004830917,PM_020-c17,clean
Ex4,PM_020,c18,MediaPipe full,414,6.59585593773734,0.9319443353015562,6.409589751308873,0,0,0.001207729468599,PM_020-c18,clean
Ex4,PM_020,c18,MoveNet multipose,414,7.008800621778238,0.740552406275085,6.936056787318622,0,0,0.0066425120772946,PM_020-c18,clean
Ex4,PM_020,c18,YOLOv8-Pose n,414,8.133101107676392,1.8077715429380328,7.56079138364179,0,0,0.0,PM_020-c18,clean
Ex4,PM_027,c17,MediaPipe full,1340,19.123815449854728,37.77279665501487,12.243252965510036,60,36,0.0547263681592039,PM_027-c17,clean
Ex4,PM_027,c17,MoveNet multipose,1343,24.09349476228241,57.62774821930819,10.550360072111037,93,66,0.1513402829486224,PM_027-c17,clean
Ex4,PM_027,c17,YOLOv8-Pose n,1369,30.00017670932641,59.95876151466013,12.87123552825762,196,107,0.0287314341368395,PM_027-c17,clean
Ex4,PM_027,c18,MediaPipe full,1369,16.10584915275028,11.248212400628391,13.585158293492146,70,25,0.2078767957146335,PM_027-c18,clean
Ex4,PM_027,c18,MoveNet multipose,1369,15.10903425585676,9.999733449762738,12.675290745946938,66,22,0.2519478938397858,PM_027-c18,clean
Ex4,PM_027,c18,YOLOv8-Pose n,1369,19.786878117914192,15.358390656631332,14.530425865281249,173,76,0.0983686389091794,PM_027-c18,clean
Ex4,PM_034,c17,MediaPipe full,370,9.316290116745408,2.670615500758189,8.303576583959963,0,0,0.0,PM_034-c17,clean
Ex4,PM_034,c17,MoveNet multipose,370,8.620860652500976,4.179323370261447,6.495799726449281,0,0,0.0315315315315315,PM_034-c17,clean
Ex4,PM_034,c17,YOLOv8-Pose n,370,10.190610829924545,5.865103383295991,8.43465725867718,9,0,0.0,PM_034-c17,clean
Ex4,PM_034,c18,MediaPipe full,370,12.05999734949912,9.089001728580948,8.302952103572608,20,6,0.2768018018018018,PM_034-c18,clean
Ex4,PM_034,c18,MoveNet multipose,370,12.66869270628018,8.285467826764592,9.389525943138288,16,3,0.3168918918918919,PM_034-c18,clean
Ex4,PM_034,c18,YOLOv8-Pose n,370,13.44096939732644,9.366323433421806,8.68665823818446,27,1,0.1463963963963963,PM_034-c18,clean
Ex4,PM_035,c17,MediaPipe full,412,28.88381223545083,64.00007498190469,10.81762426931554,32,32,0.16626213592233,PM_035-c17,clean
Ex4,PM_035,c17,MoveNet multipose,406,26.521655034259503,62.392492015683885,9.05668971102546,31,31,0.2522577996715927,PM_035-c17,clean
Ex4,PM_035,c17,YOLOv8-Pose n,334,43.258846570200696,78.95881265602227,15.173165121094524,55,45,0.0691117764471057,PM_035-c17,clean
Ex4,PM_035,c18,MediaPipe full,412,8.120007488606154,2.5614828121239537,7.482887394177478,0,0,0.0758495145631067,PM_035-c18,clean
Ex4,PM_035,c18,MoveNet multipose,412,7.0872986560262285,1.3373528167323685,6.82857590122786,0,0,0.0574433656957928,PM_035-c18,clean
Ex4,PM_035,c18,YOLOv8-Pose n,412,7.960809962441165,2.7262306147721933,6.939978078067018,0,0,0.016383495145631,PM_035-c18,clean
Ex4,PM_041,c17,MediaPipe full,858,12.292768761452256,6.403576320429397,10.746876359776104,31,7,0.0740093240093239,PM_041-c17,clean
Ex4,PM_041,c17,MoveNet multipose,858,10.317064367441098,4.967010518221602,9.327425332452886,21,1,0.0974164724164724,PM_041-c17,clean
Ex4,PM_041,c17,YOLOv8-Pose n,822,12.701920688905544,16.27122514631034,10.0699801250705,42,2,0.0017234387672343,PM_041-c17,clean
Ex4,PM_041,c18,MediaPipe full,858,11.197000994844975,1.5628806720822122,10.927298565693787,0,0,0.1543317793317793,PM_041-c18,clean
Ex4,PM_041,c18,MoveNet multipose,858,10.95980267673885,1.7353785568616005,10.639671888476087,0,0,0.1751165501165501,PM_041-c18,clean
Ex4,PM_041,c18,YOLOv8-Pose n,858,12.855921904401407,4.312729569127481,11.635938928752983,20,0,0.0738150738150737,PM_041-c18,clean
Ex4,PM_103,c17,MediaPipe full,1147,12.331487862860277,2.490353548097134,11.980615891010244,1,0,0.0897268235977913,PM_103-c17,clean
Ex4,PM_103,c17,MoveNet multipose,1137,19.43174543432709,54.72335883818405,11.47457343249791,26,24,0.1528144239226033,PM_103-c17,clean
Ex4,PM_103,c17,YOLOv8-Pose n,1042,34.032213565612345,94.86414753068613,11.988214865636117,71,50,0.0303103007037747,PM_103-c17,clean
Ex4,PM_103,c18,MediaPipe full,1147,14.824905412383952,3.752958902798753,14.427581743433336,10,0,0.1470502760825341,PM_103-c18,clean
Ex4,PM_103,c18,MoveNet multipose,1147,14.675146652719404,5.956770148419178,13.848129063737195,26,4,0.1604911362975879,PM_103-c18,clean
Ex4,PM_103,c18,YOLOv8-Pose n,1147,15.305584265395597,5.8711142207433085,15.034551968545763,40,0,0.034582970066841,PM_103-c18,clean
Ex4,PM_111,c17,MediaPipe full,1197,10.657344088862004,10.853107181793725,10.353622560299282,1,1,0.0582706766917293,PM_111-c17,clean
Ex4,PM_111,c17,MoveNet multipose,1185,17.617786404723756,49.6036261762922,11.605713598055436,18,18,0.1048523206751054,PM_111-c17,clean
Ex4,PM_111,c17,YOLOv8-Pose n,978,29.611721564937397,77.4809106670648,13.486731443879998,41,40,0.0224948875255623,PM_111-c17,clean
Ex4,PM_111,c18,MediaPipe full,1197,15.27884711174181,5.472975338730555,13.695461639891429,41,1,0.1794764689501531,PM_111-c18,clean
Ex4,PM_111,c18,MoveNet multipose,1197,13.220392668492073,5.294752943313585,11.160251880357595,25,0,0.2189501531606795,PM_111-c18,clean
Ex4,PM_111,c18,YOLOv8-Pose n,1197,15.71475312634543,7.581340441204212,12.8490448034345,89,5,0.0999721526037315,PM_111-c18,clean
Ex4,PM_116,c17,MediaPipe full,780,10.806822798737374,1.4904970254729424,10.83547748443473,0,0,0.0554487179487179,PM_116-c17,clean
Ex4,PM_116,c17,MoveNet multipose,770,14.316245990800374,32.35796952952828,11.133826896004951,8,7,0.0944805194805194,PM_116-c17,clean
Ex4,PM_116,c17,YOLOv8-Pose n,775,28.46616244223362,78.29741770907023,11.752988558455488,39,33,0.0256989247311827,PM_116-c17,clean
Ex4,PM_116,c18,MediaPipe full,780,12.276643081379788,2.1555150045181013,12.160189685969172,1,0,0.2206196581196581,PM_116-c18,clean
Ex4,PM_116,c18,MoveNet multipose,780,12.101773242638792,1.797764264338278,11.94563977955453,0,0,0.2099358974358974,PM_116-c18,clean
Ex4,PM_116,c18,YOLOv8-Pose n,780,15.666870631047566,5.233561873191504,13.229882678057404,19,0,0.0400641025641025,PM_116-c18,clean
Ex4,PM_124,c17,MediaPipe full,1109,20.93412192253918,56.41864228452064,10.422198237543917,47,46,0.0845356176735797,PM_124-c17,clean
Ex4,PM_124,c17,MoveNet multipose,1086,26.91279425699075,71.68062522849435,10.100525796186108,58,57,0.1231583793738489,PM_124-c17,clean
Ex4,PM_124,c17,YOLOv8-Pose n,1108,36.98628709268846,96.1855576292336,10.437923084618866,81,77,0.0348977135980746,PM_124-c17,clean
Ex4,PM_124,c18,MediaPipe full,1109,12.536569791590887,3.438218984657029,12.129173759842573,4,1,0.175834084761046,PM_124-c18,clean
Ex4,PM_124,c18,MoveNet multipose,1109,11.055035648405669,2.3818864419629224,10.906493621348227,0,0,0.1703486624586715,PM_124-c18,clean
Ex4,PM_124,c18,YOLOv8-Pose n,1109,12.816573569886277,4.471312981163703,12.182406311895743,15,0,0.0852119026149684,PM_124-c18,clean
Ex5,PM_021,c17,MediaPipe full,948,41.701323030223335,83.62222090207014,10.72245311619564,176,130,0.1241209563994374,PM_021-c17,clean
Ex5,PM_021,c17,MoveNet multipose,935,28.919974049346735,76.90264844069638,7.7608724297981295,68,68,0.1718360071301247,PM_021-c17,clean
Ex5,PM_021,c17,YOLOv8-Pose n,949,27.400707313334912,65.24421869653837,11.993342160994272,56,50,0.0283631893220934,PM_021-c17,clean
Ex5,PM_021,c18,MediaPipe full,949,13.451046071665106,12.09757252983438,9.058450195092917,96,7,0.1040569020021074,PM_021-c18,clean
Ex5,PM_021,c18,MoveNet multipose,949,8.981485289648637,8.7990268261426,6.795711692134983,40,25,0.2696698278890059,PM_021-c18,clean
Ex5,PM_021,c18,YOLOv8-Pose n,949,19.25975002090476,13.76538572648235,13.12591744190715,200,49,0.0744643484369511,PM_021-c18,clean
Ex5,PM_028,c17,MediaPipe full,1213,13.655226216487694,22.555057285869346,10.79687580121396,16,16,0.0268617752129705,PM_028-c17,clean
Ex5,PM_028,c17,MoveNet multipose,1205,13.18185226095316,23.682027664560056,10.338547893927169,18,18,0.1218533886583679,PM_028-c17,clean
Ex5,PM_028,c17,YOLOv8-Pose n,1213,19.2940306433731,32.092394630105225,14.353935100037177,43,25,0.0105111294311624,PM_028-c17,clean
Ex5,PM_028,c18,MediaPipe full,1213,20.197502602583395,19.16120054646886,11.831874400906582,212,165,0.1345149766419345,PM_028-c18,clean
Ex5,PM_028,c18,MoveNet multipose,1213,12.13901074173041,3.3965044049218323,11.881569961118656,11,1,0.1466062104973893,PM_028-c18,clean
Ex5,PM_028,c18,YOLOv8-Pose n,1213,19.680022364034706,9.622496157799205,16.73557543479484,98,35,0.0311898873316845,PM_028-c18,clean
Ex5,PM_037,c17,MediaPipe full,749,7.860583906777806,1.614012611820095,7.453159973009936,0,0,0.0263684913217623,PM_037-c17,clean
Ex5,PM_037,c17,MoveNet multipose,742,10.672163145930844,22.451610570187896,8.996971547514155,5,2,0.1264600179694519,PM_037-c17,clean
Ex5,PM_037,c17,YOLOv8-Pose n,700,19.67785985593141,59.109239652172505,10.594614260747669,16,16,0.0166666666666666,PM_037-c17,clean
Ex5,PM_037,c18,MediaPipe full,749,7.612845353335112,4.405095380822147,6.602442849899814,6,3,0.0935692033822874,PM_037-c18,clean
Ex5,PM_037,c18,MoveNet multipose,749,8.335599774482132,5.464784200898482,7.5046621240658995,12,6,0.1321762349799733,PM_037-c18,clean
Ex5,PM_037,c18,YOLOv8-Pose n,749,12.197840994240403,6.034404364907717,10.881816345510671,12,5,0.0147975077881619,PM_037-c18,clean
Ex5,PM_042,c17,MediaPipe full,1205,10.643633267212143,12.024893811410386,9.8025240129556,1,1,0.0475103734439833,PM_042-c17,clean
Ex5,PM_042,c17,MoveNet multipose,1202,11.77386954159903,21.69573985431875,9.753047968454108,8,6,0.0906128674431503,PM_042-c17,clean
Ex5,PM_042,c17,YOLOv8-Pose n,1203,16.859835460596226,45.80355511772188,10.722985930963754,20,17,0.0101136048766971,PM_042-c17,clean
Ex5,PM_042,c18,MediaPipe full,1205,17.15687104776048,14.20685440571996,11.422476726893874,189,103,0.1186030428769017,PM_042-c18,clean
Ex5,PM_042,c18,MoveNet multipose,1205,11.811161197207182,5.859517210457627,10.66048997291491,25,12,0.1275242047026279,PM_042-c18,clean
Ex5,PM_042,c18,YOLOv8-Pose n,1205,21.67276006383036,15.417546954406708,14.630453503787203,252,149,0.0298755186721991,PM_042-c18,clean
Ex5,PM_104,c17,MediaPipe full,1065,13.879376235341002,19.55658699315301,12.484578542391084,4,3,0.0573552425665101,PM_104-c17,clean
Ex5,PM_104,c17,MoveNet multipose,1062,14.728318456527,32.992556884439004,11.103013156196074,20,15,0.0987915881983678,PM_104-c17,clean
Ex5,PM_104,c17,YOLOv8-Pose n,1033,20.05888881157915,46.07605722931335,12.855851313897665,57,14,0.0091158438205872,PM_104-c17,clean
Ex5,PM_104,c18,MediaPipe full,1065,15.790912680526612,7.54559381450055,13.809402439524652,63,10,0.0992175273865414,PM_104-c18,clean
Ex5,PM_104,c18,MoveNet multipose,1065,14.794839224849436,6.689787703710656,13.491683882971197,37,14,0.1724569640062598,PM_104-c18,clean
Ex5,PM_104,c18,YOLOv8-Pose n,1065,18.013866633166298,8.88956449555943,15.352122636352204,75,30,0.033489827856025,PM_104-c18,clean
Ex5,PM_112,c17,MediaPipe full,1482,18.498099824608047,39.84448322027397,11.567005319761885,86,39,0.028115159694107,PM_112-c17,clean
Ex5,PM_112,c17,MoveNet multipose,1459,22.133358776226306,51.28672774984115,12.310400910588031,133,42,0.2466301119488234,PM_112-c17,clean
Ex5,PM_112,c17,YOLOv8-Pose n,826,38.51885220062912,91.89556729183478,11.925815085936724,72,62,0.0416666666666666,PM_112-c17,clean
Ex5,PM_112,c18,MediaPipe full,1482,23.7223232908244,26.67411789930719,10.431272153968113,294,260,0.0891812865497075,PM_112-c18,clean
Ex5,PM_112,c18,MoveNet multipose,1482,11.855354638599277,7.627808654641743,9.74613781300232,50,12,0.1527215474583895,PM_112-c18,clean
Ex5,PM_112,c18,YOLOv8-Pose n,1482,22.5777556902154,18.207486576033883,14.926020571305518,287,185,0.0302519118308591,PM_112-c18,clean
Ex5,PM_125,c17,MediaPipe full,1050,11.923193960046842,17.73704378362412,10.314547856037684,19,12,0.0486507936507936,PM_125-c17,clean
Ex5,PM_125,c17,MoveNet multipose,1048,13.669611619751748,39.272383591566296,9.141198980117084,13,13,0.0790394402035623,PM_125-c17,clean
Ex5,PM_125,c17,YOLOv8-Pose n,1050,15.952812353791758,40.87074180703905,10.371148672739391,13,12,0.0065873015873015,PM_125-c17,clean
Ex5,PM_125,c18,MediaPipe full,1050,11.902601359180334,4.923817825727803,10.742011694805308,13,5,0.113015873015873,PM_125-c18,clean
Ex5,PM_125,c18,MoveNet multipose,1050,15.326699533854049,14.220113337528453,10.133208497044954,102,80,0.1656349206349206,PM_125-c18,clean
Ex5,PM_125,c18,YOLOv8-Pose n,1050,18.05397187354985,12.69911425048126,13.203078436554478,127,75,0.0215873015873015,PM_125-c18,clean
Ex6,PM_008,c17,MediaPipe full,1729,18.414485626810457,44.39713244419952,10.792136491346731,56,41,0.0353769037979564,PM_008-c17,clean
Ex6,PM_008,c17,MoveNet multipose,1730,10.13395498444483,15.37300956106698,8.755907053514877,5,4,0.0635356454720616,PM_008-c17,clean
Ex6,PM_008,c17,YOLOv8-Pose n,1725,12.184664649797792,23.096890232100318,9.719752827538912,10,8,0.0039130434782608,PM_008-c17,clean
Ex6,PM_008,c18,MediaPipe full,1731,11.432420803134177,5.96247191638587,11.230359756592938,2,2,0.1885230117465819,PM_008-c18,clean
Ex6,PM_008,c18,MoveNet multipose,1731,9.91853503367381,1.4951886650076136,9.983447454288552,2,0,0.2161563643366069,PM_008-c18,clean
Ex6,PM_008,c18,YOLOv8-Pose n,1731,10.781585131634891,2.617074266439948,10.518576097387449,5,1,0.0877623724244174,PM_008-c18,clean
Ex6,PM_022,c17,MediaPipe full,915,23.58047368913872,52.72049200516362,12.254698385614002,48,36,0.0811475409836065,PM_022-c17,clean
Ex6,PM_022,c17,MoveNet multipose,917,21.843480372847875,56.11584628816827,7.603362546756054,58,58,0.2086513994910941,PM_022-c17,clean
Ex6,PM_022,c17,YOLOv8-Pose n,919,22.7562942845225,56.40194636133756,10.744269063368163,38,38,0.0235763511062749,PM_022-c17,clean
Ex6,PM_022,c18,MediaPipe full,919,11.688694468724742,8.144784605422254,10.277165665166336,3,3,0.1053681537903518,PM_022-c18,clean
Ex6,PM_022,c18,MoveNet multipose,919,7.840831813494182,4.628274763910309,7.225934211565715,8,6,0.2413855640188611,PM_022-c18,clean
Ex6,PM_022,c18,YOLOv8-Pose n,919,11.694849842779016,3.865747747729272,11.10590962457848,1,0,0.0500544069640913,PM_022-c18,clean
Ex6,PM_029,c17,MediaPipe full,1030,14.78197403849793,29.89089493689188,11.284859083290645,17,14,0.0176375404530744,PM_029-c17,clean
Ex6,PM_029,c17,MoveNet multipose,1030,15.847443063082942,40.48687683303029,8.493549437579144,35,34,0.1342233009708738,PM_029-c17,clean
Ex6,PM_029,c17,YOLOv8-Pose n,1030,17.778892345833523,36.22695925345499,11.891133364518858,23,22,0.0088187702265372,PM_029-c17,clean
Ex6,PM_029,c18,MediaPipe full,1026,10.751738399695858,7.292118483164317,9.839678714973608,9,6,0.1293859649122807,PM_029-c18,clean
Ex6,PM_029,c18,MoveNet multipose,1029,8.862668503625091,2.370175147218655,8.650753476490433,2,1,0.1594590217039196,PM_029-c18,clean
Ex6,PM_029,c18,YOLOv8-Pose n,1030,12.24486848612716,3.4325526889972373,11.8769543346272,3,0,0.051051779935275,PM_029-c18,clean
Ex6,PM_038,c17,MediaPipe full,825,13.962546091743937,34.561233246750085,9.44808597155222,13,13,0.0157575757575757,PM_038-c17,clean
Ex6,PM_038,c17,MoveNet multipose,820,11.517330197672235,33.832963530685376,7.852895677532258,8,8,0.1912601626016259,PM_038-c17,clean
Ex6,PM_038,c17,YOLOv8-Pose n,823,18.63167856711347,63.0503155704148,9.846929337058231,18,18,0.0134669906844876,PM_038-c17,clean
Ex6,PM_038,c18,MediaPipe full,825,8.3554716378174,2.180851894102163,7.957652086727177,1,0,0.0938383838383838,PM_038-c18,clean
Ex6,PM_038,c18,MoveNet multipose,825,8.056797936879349,2.0107765927592065,7.523020908043757,0,0,0.1777777777777777,PM_038-c18,clean
Ex6,PM_038,c18,YOLOv8-Pose n,825,9.671518699682355,3.5459148225658312,8.652697165276841,5,0,0.0314141414141414,PM_038-c18,clean
Ex6,PM_043,c17,MediaPipe full,1155,12.616603042790402,27.62924435176497,9.852776738875242,9,9,0.0183261183261183,PM_043-c17,clean
Ex6,PM_043,c17,MoveNet multipose,1145,24.31866833393828,69.2491390794957,9.34261255965088,51,51,0.1091703056768559,PM_043-c17,clean
Ex6,PM_043,c17,YOLOv8-Pose n,1155,33.857496908454294,94.7272525697282,9.980189292101644,69,69,0.0317460317460317,PM_043-c17,clean
Ex6,PM_043,c18,MediaPipe full,1155,12.168576749986784,10.10008859155136,11.293662780171257,6,5,0.1753968253968254,PM_043-c18,clean
Ex6,PM_043,c18,MoveNet multipose,1155,9.794969690911904,1.6605012516563242,9.643135019340052,0,0,0.173088023088023,PM_043-c18,clean
Ex6,PM_043,c18,YOLOv8-Pose n,1155,14.162250365133946,6.101310057595943,12.193930644627368,11,6,0.0496392496392496,PM_043-c18,clean
Ex6,PM_105,c17,MediaPipe full,1096,14.429183893122952,3.834167734990187,13.7878886675098,5,0,0.0553527980535279,PM_105-c17,clean
Ex6,PM_105,c17,MoveNet multipose,1084,23.04279963343628,62.92587828341208,11.67087454007124,31,31,0.0989391143911439,PM_105-c17,clean
Ex6,PM_105,c17,YOLOv8-Pose n,1007,26.63846234150835,70.79651273843858,12.512021694123456,42,35,0.0214333002317113,PM_105-c17,clean
Ex6,PM_105,c18,MediaPipe full,1096,15.038867006980324,2.888237563510908,14.936403795866651,4,0,0.1546532846715328,PM_105-c18,clean
Ex6,PM_105,c18,MoveNet multipose,1096,13.606659695129238,2.0491796822969524,13.40752021737601,1,0,0.1308546228710462,PM_105-c18,clean
Ex6,PM_105,c18,YOLOv8-Pose n,1096,14.392305959361178,3.3155757453163077,13.861045855809117,3,0,0.0552767639902676,PM_105-c18,clean
Ex6,PM_113,c17,MediaPipe full,1300,15.65245300679246,32.54647086005733,12.56952817978408,10,10,0.0339102564102564,PM_113-c17,clean
Ex6,PM_113,c17,MoveNet multipose,1287,13.216206597146645,25.18564220507948,11.072151144546153,6,6,0.1054778554778554,PM_113-c17,clean
Ex6,PM_113,c17,YOLOv8-Pose n,1032,24.14204139995644,65.47467569635755,12.151816293602948,32,32,0.0190568475452196,PM_113-c17,clean
Ex6,PM_113,c18,MediaPipe full,1300,13.163349036355308,2.695294965803844,12.539012919963652,0,0,0.132051282051282,PM_113-c18,clean
Ex6,PM_113,c18,MoveNet multipose,1300,12.18069734087672,2.7652472956822454,11.769049141321354,2,1,0.1378846153846153,PM_113-c18,clean
Ex6,PM_113,c18,YOLOv8-Pose n,1300,14.61327272462109,5.226409751645388,13.433179083937944,14,1,0.0449999999999999,PM_113-c18,clean
