exercise,subject_id,camera,model,num_frames,mean_nmpjpe,std_nmpjpe,median_nmpjpe,frames_over_30,frames_over_50,skip_rate
Ex2,PM_003,c18,MediaPipe full,1596,17.769262212421427,33.37740824531797,11.765763005309847,48,48,0.2999164578111947
Ex2,PM_003,c18,MoveNet multipose,1596,8.773941532092122,1.9115634963382895,8.56826205727305,0,0,0.3322890559732665
Ex2,PM_003,c18,YOLOv8-Pose n,1596,12.802270343165716,3.8604766079502966,11.842777611751533,9,0,0.11445279866332496
Ex2,PM_004,c17,MediaPipe full,971,21.410956308417745,38.89866185518304,12.61902055371843,55,42,0.029522828698935806
Ex2,PM_004,c17,MoveNet multipose,973,11.293144955851515,6.26289275231283,9.737969535135454,35,2,0.1537341555327167
Ex2,PM_004,c17,YOLOv8-Pose n,973,13.088862522839996,12.942623371864368,12.117521557295419,2,2,0.0017985611510791368
Ex2,PM_004,c18,MediaPipe full,973,9.413504943851398,1.0178421993208837,9.467731293279874,0,0,0.0017129153819801302
Ex2,PM_004,c18,MoveNet multipose,973,9.452872932353733,2.658143388091823,9.369022561318044,2,2,0.009849263446385752
Ex2,PM_004,c18,YOLOv8-Pose n,973,10.18536709976121,1.1246920745490196,10.026498386845121,0,0,0.000513874614594039
Ex2,PM_013,c17,MediaPipe full,473,27.18973336572594,54.08231842030392,9.151028617622321,67,47,0.04369274136715997
Ex2,PM_013,c17,MoveNet multipose,481,10.246989164895698,25.80623929100324,7.399114501797868,6,6,0.0200970200970201
Ex2,PM_013,c17,YOLOv8-Pose n,483,16.805023421635156,51.34765443803995,8.246148630934712,13,13,0.02311939268461008
Ex2,PM_013,c18,MediaPipe full,485,10.57161721756504,7.938309503892754,9.935308470543195,2,1,0.3144329896907217
Ex2,PM_013,c18,MoveNet multipose,485,7.163887417827296,1.364379174416437,7.235162009952834,0,0,0.3254295532646048
Ex2,PM_013,c18,YOLOv8-Pose n,485,10.646797115361945,5.500234327438509,8.174389969170218,5,0,0.1673539518900343
Ex2,PM_014,c17,MediaPipe full,1733,20.06371314192133,45.578110834412755,9.183006201520532,120,94,0.04015195229851895
Ex2,PM_014,c17,MoveNet multipose,1702,16.678922625899194,52.373935185029474,7.14751987214094,56,56,0.06727379553466512
Ex2,PM_014,c17,YOLOv8-Pose n,1746,17.170074303265952,49.28596993179015,8.478878557809411,51,51,0.023625429553264604
Ex2,PM_014,c18,MediaPipe full,1746,14.613120047477937,25.88201286227278,8.575119622541674,56,42,0.18084192439862543
Ex2,PM_014,c18,MoveNet multipose,1750,7.113004142825685,1.8475265454535161,6.695012688352574,0,0,0.17033333333333336
Ex2,PM_014,c18,YOLOv8-Pose n,1750,10.101332537933718,4.935782986770968,8.762781058660963,29,0,0.08657142857142854
Ex2,PM_025,c17,MediaPipe full,864,41.96815638574494,69.78767344503221,14.71775401755395,196,142,0.09307484567901234
Ex2,PM_025,c17,MoveNet multipose,856,34.01003891321648,77.29997361397366,7.480225716184547,94,94,0.09803348909657321
Ex2,PM_025,c17,YOLOv8-Pose n,867,37.4564606035988,81.41860279851782,8.868897602385577,97,97,0.05699730872741253
Ex2,PM_025,c18,MediaPipe full,867,15.443638972794803,12.344707350023196,12.416358599835085,27,19,0.3106497500961169
Ex2,PM_025,c18,MoveNet multipose,867,14.397815636917862,19.37577092431826,9.979483963493962,36,35,0.3374663590926567
Ex2,PM_025,c18,YOLOv8-Pose n,867,19.57265998637126,17.280988489588253,13.263861464951413,152,26,0.13735101883890805
Ex2,PM_026,c17,MediaPipe full,760,17.939184534507703,18.519624884192968,13.484545736989723,47,21,0.029824561403508767
Ex2,PM_026,c17,MoveNet multipose,763,12.071366480260615,3.9048054530472434,11.147846770119257,12,1,0.07262996941896024
Ex2,PM_026,c17,YOLOv8-Pose n,762,15.603014519922157,21.14932508805907,12.898933190426863,6,5,0.005468066491688539
Ex2,PM_026,c18,MediaPipe full,763,10.346857104971892,0.8691967363135177,10.245844233648828,0,0,0.0064438619484491035
Ex2,PM_026,c18,MoveNet multipose,763,13.193454091214422,13.240502256722067,10.84288018752331,26,23,0.035823503713411975
Ex2,PM_026,c18,YOLOv8-Pose n,763,11.350258423894259,1.228710191305436,11.181559689108544,0,0,0.000327653997378768
Ex2,PM_033,c17,MediaPipe full,1292,6.352098507074056,1.4454740336571312,6.163988706354786,0,0,0.007223942208462333
Ex2,PM_033,c17,MoveNet multipose,1292,4.985478007781049,1.0120082132600015,4.778242387713018,0,0,0.060823013415892684
Ex2,PM_033,c17,YOLOv8-Pose n,1282,7.425078026368124,19.798583037608342,6.445807515743873,3,3,0.0021450858034321374
Ex2,PM_033,c18,MediaPipe full,1292,8.28768811096395,3.294890763325254,7.674009740080331,0,0,0.1433823529411765
Ex2,PM_033,c18,MoveNet multipose,1292,7.937596006717199,2.4618421085333315,7.093926084150715,0,0,0.14422084623323012
Ex2,PM_033,c18,YOLOv8-Pose n,1292,9.489795257737923,4.7619131812798035,8.435198884597739,21,0,0.029024767801857584
Ex2,PM_040,c17,MediaPipe full,1157,9.016855539777824,0.9285455034785002,9.051776064888719,0,0,0.0012964563526361283
Ex2,PM_040,c17,MoveNet multipose,1157,7.710078408345788,1.1552738145956567,7.572047827541312,0,0,0.0162057044079516
Ex2,PM_040,c17,YOLOv8-Pose n,1157,8.609021543074327,1.2524980401436598,8.703200661503102,0,0,0.0
Ex2,PM_040,c18,MediaPipe full,1157,13.090713764423718,3.1012731449704005,11.787004192696577,0,0,0.19273984442523776
Ex2,PM_040,c18,MoveNet multipose,1157,10.295057708709242,1.5805351596859405,10.089426817154909,0,0,0.1848890809564967
Ex2,PM_040,c18,YOLOv8-Pose n,1157,13.804764190750797,3.8487568744281404,12.549745506749293,6,0,0.09125612215499854
Ex2,PM_102,c17,MediaPipe full,1665,11.294513885786841,2.6196635021203014,10.325137413908486,0,0,0.022672672672672676
Ex2,PM_102,c17,MoveNet multipose,1665,9.682917366101737,1.9178244562681763,9.320179081567451,0,0,0.084984984984985
Ex2,PM_102,c17,YOLOv8-Pose n,1525,13.560223833305383,37.243499251789245,9.88206145362175,12,11,0.012021857923497267
Ex2,PM_102,c18,MediaPipe full,1665,14.50142614199006,3.0441264907818186,13.308315603118666,0,0,0.16656656656656663
Ex2,PM_102,c18,MoveNet multipose,1665,12.372343910719382,1.7681223751667223,12.106047199419994,0,0,0.141991991991992
Ex2,PM_102,c18,YOLOv8-Pose n,1665,18.080518952537435,6.926431743919507,14.579829649450906,104,0,0.010810810810810811
Ex2,PM_110,c17,MediaPipe full,1923,11.05725906437189,2.1891969563966254,10.858671056508959,0,0,0.011093777084416716
Ex2,PM_110,c17,MoveNet multipose,1923,9.105101905431342,1.5565366296406848,8.867299526670253,0,0,0.08680013867221355
Ex2,PM_110,c17,YOLOv8-Pose n,1585,16.437140150604915,49.80854579346309,11.224987983956401,18,18,0.009253417455310201
Ex2,PM_110,c18,MediaPipe full,1923,10.541937873306223,2.609134926483615,9.80069829994393,0,0,0.18651412723175598
Ex2,PM_110,c18,MoveNet multipose,1923,8.407360742372214,2.6023348050288644,7.8000820853422965,0,0,0.16228982492633037
Ex2,PM_110,c18,YOLOv8-Pose n,1923,9.569113464589394,2.064685101213322,8.942705126843583,0,0,0.05642225689027559
Ex2,PM_115,c17,MediaPipe full,1394,11.448589730164677,1.459815713550157,11.31731635177552,0,0,0.003825920612147299
Ex2,PM_115,c17,MoveNet multipose,1390,9.413508368871769,9.09884735933725,9.015956123094407,1,1,0.04046762589928058
Ex2,PM_115,c17,YOLOv8-Pose n,1394,12.314889499672553,29.541576408795823,10.31319744820612,7,7,0.004363940698230512
Ex2,PM_115,c18,MediaPipe full,1394,12.70079883289512,2.4214632262591325,11.899068858406716,0,0,0.16355810616929703
Ex2,PM_115,c18,MoveNet multipose,1394,11.491049498109362,2.114058999245317,10.893177415660123,0,0,0.15763988522238165
Ex2,PM_115,c18,YOLOv8-Pose n,1394,14.133226120441373,3.282349718223916,13.264301763018654,5,0,0.06563845050215204
Ex2,PM_123,c17,MediaPipe full,1462,10.935604081608162,1.4725397524797348,10.845549930196507,0,0,0.011798905608755135
Ex2,PM_123,c17,MoveNet multipose,1462,9.142874793325294,1.824164924053714,9.17127002816953,0,0,0.07814637482900137
Ex2,PM_123,c17,YOLOv8-Pose n,1433,10.370087857842563,1.7790390290886093,9.955643056696422,0,0,0.0004652244708071645
Ex2,PM_123,c18,MediaPipe full,1462,11.631471012801772,2.034666126392588,11.10744722224047,0,0,0.14950980392156865
Ex2,PM_123,c18,MoveNet multipose,1462,9.736238096100895,1.7644041285412677,9.467382259535404,0,0,0.13183994528043777
Ex2,PM_123,c18,YOLOv8-Pose n,1462,11.770566110928117,2.4852968425076374,11.203906061602472,0,0,0.05078659370725033
Ex3,PM_010,c17,MediaPipe full,1356,81.90111577482281,136.2137103983659,15.00577493826324,327,304,0.26763765978367754
Ex3,PM_010,c17,MoveNet multipose,1357,70.70703637705178,129.35813240805783,15.001786027919312,248,245,0.28979366249078853
Ex3,PM_010,c17,YOLOv8-Pose n,1357,69.85807289055256,117.12408912078585,20.65672533449749,307,240,0.020940800786047657
Ex3,PM_010,c18,MediaPipe full,1354,17.208003134924994,25.177456743834234,11.260132407195908,81,53,0.05102166420482521
Ex3,PM_010,c18,MoveNet multipose,1323,15.225999214353722,23.723024426272783,11.537506933714957,34,30,0.10695389266817841
Ex3,PM_010,c18,YOLOv8-Pose n,1357,17.306035250472714,25.2078685844449,12.377068924274672,46,45,0.0068165070007369195
Ex3,PM_011,c17,MediaPipe full,545,38.026274085087366,81.13120183240312,12.53793681000133,64,61,0.23929663608562696
Ex3,PM_011,c17,MoveNet multipose,545,59.7017643531015,120.2719587063375,10.914365258603645,95,88,0.2131498470948012
Ex3,PM_011,c17,YOLOv8-Pose n,545,66.15670391294096,118.55985584886768,17.78600638695989,96,94,0.02859327217125382
Ex3,PM_011,c18,MediaPipe full,545,13.11637365450411,6.017753843112908,11.96989191428923,31,0,0.03226299694189603
Ex3,PM_011,c18,MoveNet multipose,545,12.971914062079636,4.028461280071239,13.189237020008285,0,0,0.0418960244648318
Ex3,PM_011,c18,YOLOv8-Pose n,545,13.227565939377044,4.471869755360578,12.328062740832692,1,0,0.01406727828746177
Ex3,PM_030,c17,MediaPipe full,729,18.586879919832768,30.178086742517603,12.635724814764643,35,34,0.23559670781893005
Ex3,PM_030,c17,MoveNet multipose,729,19.366332673144438,41.19929157689859,10.479971158926523,41,40,0.23479652491998174
Ex3,PM_030,c17,YOLOv8-Pose n,729,22.798615714779302,40.749929245179146,14.189212173846492,40,40,0.011202560585276631
Ex3,PM_030,c18,MediaPipe full,729,13.193041001401822,9.571751164188218,11.158552716980582,32,2,0.01520347508001829
Ex3,PM_030,c18,MoveNet multipose,729,11.442370830504986,3.527430656833697,10.673463507265836,10,0,0.016803840877914953
Ex3,PM_030,c18,YOLOv8-Pose n,729,13.09211199847137,5.297373623671434,11.088804230211261,15,1,0.007087334247828074
Ex3,PM_031,c17,MediaPipe full,545,15.868704675835318,31.15867774590979,9.230109077214271,34,27,0.21467889908256882
Ex3,PM_031,c17,MoveNet multipose,545,12.834099295907645,22.201075568044015,9.981244500421756,13,13,0.26574923547400614
Ex3,PM_031,c17,YOLOv8-Pose n,520,25.367241288997906,55.42560172149309,13.743471104118413,28,27,0.04246794871794871
Ex3,PM_031,c18,MediaPipe full,545,10.455360884026238,3.8748594442352258,9.348929552318525,0,0,0.04785932721712537
Ex3,PM_031,c18,MoveNet multipose,545,10.721793496450362,3.246873911195123,10.607930174283924,0,0,0.05122324159021409
Ex3,PM_031,c18,YOLOv8-Pose n,545,11.462546012624678,4.9069649447691726,9.625127304714235,0,0,0.020489296636085622
Ex3,PM_044,c17,MediaPipe full,538,19.39358272663394,33.11362237961649,11.132127924118997,42,41,0.22738537794299882
Ex3,PM_044,c17,MoveNet multipose,537,39.27006276369655,85.80064255841269,12.651738396647096,69,68,0.2099627560521415
Ex3,PM_044,c17,YOLOv8-Pose n,538,43.856662894442834,89.67413101126266,14.23561778738673,75,73,0.04089219330855018
Ex3,PM_044,c18,MediaPipe full,538,19.074817254214864,56.19498449779238,9.808346513693857,14,13,0.03345724907063197
Ex3,PM_044,c18,MoveNet multipose,538,15.3271452079214,47.530256229795484,9.288819706570699,8,8,0.032682775712515495
Ex3,PM_044,c18,YOLOv8-Pose n,538,15.728135902533307,47.084277881419794,9.023944388033673,11,9,0.01363073110285006
Ex3,PM_045,c17,MediaPipe full,364,14.906207481452698,3.121054834808944,14.095268120871488,3,0,0.2760989010989011
Ex3,PM_045,c17,MoveNet multipose,365,18.30691170418496,37.823480096845934,13.364789776747735,7,6,0.21940639269406395
Ex3,PM_045,c17,YOLOv8-Pose n,365,22.903038028797482,41.82473410369899,16.427690144132292,12,7,0.011415525114155249
Ex3,PM_045,c18,MediaPipe full,365,14.834687654297175,4.697503280695647,13.1955454844573,1,1,0.02534246575342466
Ex3,PM_045,c18,MoveNet multipose,365,14.26222974848867,3.1587327132122827,13.40414826016177,1,0,0.04200913242009133
Ex3,PM_045,c18,YOLOv8-Pose n,365,15.501757073450028,5.390865671324545,13.71158793485972,2,1,0.011415525114155249
Ex3,PM_107,c17,MediaPipe full,454,17.203210177959,7.297546859906816,15.318495443821975,12,4,0.2419236417033774
Ex3,PM_107,c17,MoveNet multipose,454,16.49884966826465,26.00092564250915,14.468607298886067,3,2,0.21640969162995594
Ex3,PM_107,c17,YOLOv8-Pose n,447,24.023221835460284,37.938636738722835,19.223512529792107,54,4,0.010439970171513794
Ex3,PM_107,c18,MediaPipe full,454,18.666532223025477,14.368352313631004,14.187611909384625,50,22,0.06864904552129221
Ex3,PM_107,c18,MoveNet multipose,454,14.450336765676184,3.6107090438323644,13.319905668539121,0,0,0.10279001468428782
Ex3,PM_107,c18,YOLOv8-Pose n,454,18.09764005950477,7.685365183199691,15.14041017782936,37,3,0.008627019089574155
Ex3,PM_108,c17,MediaPipe full,943,17.235549267372676,13.49083476942391,15.730189998509164,21,8,0.21208907741251323
Ex3,PM_108,c17,MoveNet multipose,939,46.19052754694812,96.83537626856989,16.973330376203425,115,77,0.2940184593539227
Ex3,PM_108,c17,YOLOv8-Pose n,943,51.07179800776622,98.5390617287387,22.188163317819217,139,81,0.04250618593142453
Ex3,PM_108,c18,MediaPipe full,943,16.69380525685363,6.8347480349945515,15.00411690028202,48,6,0.03897136797454931
Ex3,PM_108,c18,MoveNet multipose,943,16.07165492336594,3.43727313477752,15.913830300225655,1,1,0.033404029692470846
Ex3,PM_108,c18,YOLOv8-Pose n,943,17.868780822848375,5.119695048898529,16.884636482583193,21,1,0.004772004241781548
Ex3,PM_119,c17,MediaPipe full,506,24.130194849553035,48.022365569143034,13.554167382695834,36,25,0.22677865612648226
Ex3,PM_119,c17,MoveNet multipose,504,73.9977491829334,126.35460160823199,13.521617092718074,102,102,0.25992063492063494
Ex3,PM_119,c17,YOLOv8-Pose n,506,72.99645130053581,119.94437831697749,17.935982595982146,117,91,0.07246376811594203
Ex3,PM_119,c18,MediaPipe full,494,21.696821453042013,28.939521863333393,16.9627879601273,35,15,0.09665991902834008
Ex3,PM_119,c18,MoveNet multipose,506,16.35144286375298,4.483034191623573,15.235766430669345,19,0,0.05978260869565219
Ex3,PM_119,c18,YOLOv8-Pose n,506,21.67672821483397,9.510380136034444,18.437093848925826,66,18,0.015316205533596835
Ex3,PM_121,c17,MediaPipe full,569,30.90473206365873,1.6378645303272918,30.735831952970514,412,0,0.2501464557703574
Ex3,PM_121,c17,MoveNet multipose,565,60.29338354096767,107.08867485454859,31.07057083698276,374,41,0.292330383480826
Ex3,PM_121,c17,YOLOv8-Pose n,561,75.3097873670529,126.62416503839093,33.985100112999255,456,57,0.05733808674985146
Ex3,PM_121,c18,MediaPipe full,569,24.36244610261521,4.481479887244553,23.707150224443083,51,0,0.0
Ex3,PM_121,c18,MoveNet multipose,569,26.276459201835532,4.3548006720012875,26.0075711528585,77,0,0.004833040421792621
Ex3,PM_121,c18,YOLOv8-Pose n,569,26.542419642210795,5.900300019321612,25.040194089075623,102,4,0.0
Ex4,PM_005,c17,MediaPipe full,902,18.45175305713476,58.39224136723382,9.550413725248724,20,19,0.004342202512934221
Ex4,PM_005,c17,MoveNet multipose,903,19.569766060281772,65.0430315116588,9.175739821492874,22,22,0.03479143595422666
Ex4,PM_005,c17,YOLOv8-Pose n,903,20.683775003821335,64.65163033242277,8.940360010406634,51,21,9.228497600590628e-05
Ex4,PM_005,c18,MediaPipe full,903,14.66299911100158,12.13025371667843,12.728363688432388,8,7,0.327796234772979
Ex4,PM_005,c18,MoveNet multipose,903,12.270633884383344,12.514329599030756,10.53110424869281,8,8,0.36443337024732375
Ex4,PM_005,c18,YOLOv8-Pose n,902,15.348437773006422,14.344891024424493,11.946308364524185,45,9,0.16592756836659267
Ex4,PM_006,c17,MediaPipe full,348,20.50431910198305,8.913500698815353,17.239447691155654,35,5,0.10560344827586207
Ex4,PM_006,c17,MoveNet multipose,348,13.349747745384485,10.273795935475428,10.400592058183888,20,11,0.4238505747126437
Ex4,PM_006,c17,YOLOv8-Pose n,348,14.954101049571703,4.57793660785742,13.585094216947692,10,0,0.0035919540229885057
Ex4,PM_006,c18,MediaPipe full,348,10.422489859979525,1.7773555520400823,10.251447114526389,1,0,0.0196360153256705
Ex4,PM_006,c18,MoveNet multipose,348,9.518667980841572,1.4742878954868064,9.089642395386992,0,0,0.048611111111111126
