exercise,subject_id,camera,model,num_frames,mean_nmpjpe,std_nmpjpe,median_nmpjpe,frames_over_30,frames_over_50,skip_rate
Ex4,PM_006,c18,YOLOv8-Pose n,348,10.722260396564316,2.100661345853699,10.099755999274084,0,0,0.004310344827586206
Ex4,PM_018,c17,MediaPipe full,430,8.916355848292657,2.792264837082087,7.911671750464258,0,0,0.001162790697674419
Ex4,PM_018,c17,MoveNet multipose,430,8.920674859580574,22.65094798921902,7.171416774881949,2,2,0.029263565891472876
Ex4,PM_018,c17,YOLOv8-Pose n,430,11.547989478648562,7.981099464198317,8.341508072175426,28,0,0.0
Ex4,PM_018,c18,MediaPipe full,430,10.371128645334423,4.314080124333092,9.212569228063522,5,0,0.3069767441860466
Ex4,PM_018,c18,MoveNet multipose,430,10.010758193346613,4.727091181526412,8.908172618538249,8,0,0.33817829457364346
Ex4,PM_018,c18,YOLOv8-Pose n,430,12.687617084644689,6.898865920441312,9.252941884049962,20,0,0.16666666666666657
Ex4,PM_020,c17,MediaPipe full,414,8.871036507997369,1.3618924566575519,8.670857841546555,0,0,0.15257648953301123
Ex4,PM_020,c17,MoveNet multipose,411,8.605012155673123,2.50806481137772,8.31100901089457,2,0,0.1934306569343065
Ex4,PM_020,c17,YOLOv8-Pose n,414,12.01549240173317,24.908009807874446,8.704543754885128,3,3,0.010265700483091788
Ex4,PM_020,c18,MediaPipe full,414,6.59585593773734,0.9319443353015562,6.409589751308873,0,0,0.0012077294685990342
Ex4,PM_020,c18,MoveNet multipose,414,7.008800621778238,0.740552406275085,6.936056787318622,0,0,0.006642512077294688
Ex4,PM_020,c18,YOLOv8-Pose n,414,8.133101107676392,1.8077715429380328,7.56079138364179,0,0,0.0
Ex4,PM_027,c17,MediaPipe full,1340,19.123815449854728,37.77279665501487,12.243252965510035,60,36,0.054726368159203974
Ex4,PM_027,c17,MoveNet multipose,1343,24.09349476228241,57.62774821930819,10.550360072111037,93,66,0.15134028294862248
Ex4,PM_027,c17,YOLOv8-Pose n,1369,30.000176709326414,59.95876151466013,12.87123552825762,196,107,0.02873143413683954
Ex4,PM_027,c18,MediaPipe full,1369,16.10584915275028,11.248212400628393,13.585158293492146,70,25,0.20787679571463358
Ex4,PM_027,c18,MoveNet multipose,1369,15.109034255856761,9.999733449762738,12.675290745946938,66,22,0.2519478938397858
Ex4,PM_027,c18,YOLOv8-Pose n,1369,19.786878117914192,15.358390656631332,14.530425865281249,173,76,0.09836863890917942
Ex4,PM_034,c17,MediaPipe full,370,9.316290116745407,2.670615500758189,8.303576583959963,0,0,0.0
Ex4,PM_034,c17,MoveNet multipose,370,8.620860652500976,4.1793233702614465,6.495799726449281,0,0,0.03153153153153153
Ex4,PM_034,c17,YOLOv8-Pose n,370,10.190610829924545,5.865103383295991,8.43465725867718,9,0,0.0
Ex4,PM_034,c18,MediaPipe full,370,12.05999734949912,9.089001728580948,8.302952103572608,20,6,0.2768018018018018
Ex4,PM_034,c18,MoveNet multipose,370,12.66869270628018,8.285467826764592,9.389525943138288,16,3,0.3168918918918919
Ex4,PM_034,c18,YOLOv8-Pose n,370,13.440969397326441,9.366323433421806,8.68665823818446,27,1,0.14639639639639634
Ex4,PM_035,c17,MediaPipe full,412,28.88381223545083,64.00007498190469,10.81762426931554,32,32,0.16626213592233005
Ex4,PM_035,c17,MoveNet multipose,406,26.521655034259506,62.392492015683885,9.05668971102546,31,31,0.25225779967159273
Ex4,PM_035,c17,YOLOv8-Pose n,334,43.258846570200696,78.95881265602227,15.173165121094524,55,45,0.06911177644710578
Ex4,PM_035,c18,MediaPipe full,412,8.120007488606154,2.5614828121239537,7.482887394177478,0,0,0.07584951456310679
Ex4,PM_035,c18,MoveNet multipose,412,7.0872986560262285,1.3373528167323683,6.82857590122786,0,0,0.057443365695792885
Ex4,PM_035,c18,YOLOv8-Pose n,412,7.960809962441165,2.7262306147721933,6.939978078067018,0,0,0.016383495145631068
Ex4,PM_041,c17,MediaPipe full,858,12.292768761452256,6.403576320429397,10.746876359776103,31,7,0.07400932400932399
Ex4,PM_041,c17,MoveNet multipose,858,10.317064367441098,4.967010518221602,9.327425332452886,21,1,0.09741647241647243
Ex4,PM_041,c17,YOLOv8-Pose n,822,12.701920688905544,16.27122514631034,10.0699801250705,42,2,0.0017234387672343874
Ex4,PM_041,c18,MediaPipe full,858,11.197000994844975,1.5628806720822122,10.927298565693789,0,0,0.15433177933177936
Ex4,PM_041,c18,MoveNet multipose,858,10.95980267673885,1.7353785568616003,10.639671888476087,0,0,0.17511655011655014
Ex4,PM_041,c18,YOLOv8-Pose n,858,12.855921904401407,4.312729569127481,11.635938928752985,20,0,0.07381507381507378
Ex4,PM_103,c17,MediaPipe full,1147,12.331487862860275,2.490353548097134,11.980615891010245,1,0,0.08972682359779131
Ex4,PM_103,c17,MoveNet multipose,1137,19.43174543432709,54.72335883818405,11.47457343249791,26,24,0.15281442392260336
Ex4,PM_103,c17,YOLOv8-Pose n,1042,34.032213565612345,94.86414753068611,11.988214865636117,71,50,0.030310300703774787
Ex4,PM_103,c18,MediaPipe full,1147,14.824905412383952,3.752958902798753,14.427581743433336,10,0,0.14705027608253415
Ex4,PM_103,c18,MoveNet multipose,1147,14.675146652719405,5.956770148419178,13.848129063737195,26,4,0.1604911362975879
Ex4,PM_103,c18,YOLOv8-Pose n,1147,15.305584265395595,5.8711142207433085,15.034551968545765,40,0,0.03458297006684104
Ex4,PM_111,c17,MediaPipe full,1197,10.657344088862004,10.853107181793725,10.353622560299282,1,1,0.05827067669172931
Ex4,PM_111,c17,MoveNet multipose,1185,17.617786404723756,49.603626176292195,11.605713598055436,18,18,0.10485232067510548
Ex4,PM_111,c17,YOLOv8-Pose n,978,29.611721564937394,77.4809106670648,13.486731443879998,41,40,0.022494887525562373
Ex4,PM_111,c18,MediaPipe full,1197,15.27884711174181,5.472975338730555,13.695461639891427,41,1,0.17947646895015318
Ex4,PM_111,c18,MoveNet multipose,1197,13.220392668492071,5.294752943313585,11.160251880357597,25,0,0.2189501531606795
Ex4,PM_111,c18,YOLOv8-Pose n,1197,15.71475312634543,7.581340441204212,12.849044803434499,89,5,0.09997215260373152
Ex4,PM_116,c17,MediaPipe full,780,10.806822798737374,1.4904970254729424,10.83547748443473,0,0,0.05544871794871793
Ex4,PM_116,c17,MoveNet multipose,770,14.316245990800374,32.357969529528276,11.133826896004951,8,7,0.09448051948051948
Ex4,PM_116,c17,YOLOv8-Pose n,775,28.46616244223362,78.29741770907023,11.752988558455487,39,33,0.025698924731182793
Ex4,PM_116,c18,MediaPipe full,780,12.276643081379788,2.1555150045181013,12.160189685969172,1,0,0.22061965811965817
Ex4,PM_116,c18,MoveNet multipose,780,12.101773242638792,1.7977642643382779,11.94563977955453,0,0,0.20993589743589747
Ex4,PM_116,c18,YOLOv8-Pose n,780,15.666870631047566,5.233561873191504,13.229882678057404,19,0,0.040064102564102554
Ex4,PM_124,c17,MediaPipe full,1109,20.93412192253918,56.418642284520644,10.422198237543915,47,46,0.08453561767357978
Ex4,PM_124,c17,MoveNet multipose,1086,26.91279425699075,71.68062522849435,10.100525796186108,58,57,0.12315837937384896
Ex4,PM_124,c17,YOLOv8-Pose n,1108,36.98628709268846,96.1855576292336,10.437923084618866,81,77,0.03489771359807461
Ex4,PM_124,c18,MediaPipe full,1109,12.536569791590887,3.438218984657029,12.129173759842573,4,1,0.17583408476104603
Ex4,PM_124,c18,MoveNet multipose,1109,11.055035648405667,2.3818864419629224,10.906493621348229,0,0,0.1703486624586715
Ex4,PM_124,c18,YOLOv8-Pose n,1109,12.816573569886277,4.4713129811637025,12.182406311895743,15,0,0.08521190261496842
Ex5,PM_021,c17,MediaPipe full,948,41.701323030223335,83.62222090207014,10.722453116195641,176,130,0.1241209563994374
Ex5,PM_021,c17,MoveNet multipose,935,28.919974049346738,76.90264844069638,7.7608724297981295,68,68,0.17183600713012478
Ex5,PM_021,c17,YOLOv8-Pose n,949,27.400707313334912,65.24421869653837,11.993342160994272,56,50,0.02836318932209343
Ex5,PM_021,c18,MediaPipe full,949,13.451046071665106,12.097572529834379,9.058450195092915,96,7,0.10405690200210745
Ex5,PM_021,c18,MoveNet multipose,949,8.981485289648637,8.7990268261426,6.795711692134983,40,25,0.26966982788900595
Ex5,PM_021,c18,YOLOv8-Pose n,949,19.259750020904757,13.76538572648235,13.12591744190715,200,49,0.07446434843695114
Ex5,PM_028,c17,MediaPipe full,1213,13.655226216487694,22.555057285869342,10.79687580121396,16,16,0.026861775212970593
Ex5,PM_028,c17,MoveNet multipose,1205,13.181852260953159,23.682027664560056,10.338547893927167,18,18,0.12185338865836792
Ex5,PM_028,c17,YOLOv8-Pose n,1213,19.2940306433731,32.092394630105225,14.353935100037177,43,25,0.010511129431162407
Ex5,PM_028,c18,MediaPipe full,1213,20.197502602583395,19.16120054646886,11.831874400906582,212,165,0.13451497664193457
Ex5,PM_028,c18,MoveNet multipose,1213,12.13901074173041,3.3965044049218323,11.881569961118656,11,1,0.14660621049738937
Ex5,PM_028,c18,YOLOv8-Pose n,1213,19.680022364034706,9.622496157799205,16.73557543479484,98,35,0.031189887331684527
Ex5,PM_037,c17,MediaPipe full,749,7.860583906777806,1.614012611820095,7.453159973009936,0,0,0.02636849132176235
Ex5,PM_037,c17,MoveNet multipose,742,10.672163145930844,22.451610570187896,8.996971547514155,5,2,0.12646001796945194
Ex5,PM_037,c17,YOLOv8-Pose n,700,19.677859855931406,59.109239652172505,10.594614260747669,16,16,0.01666666666666667
Ex5,PM_037,c18,MediaPipe full,749,7.612845353335112,4.405095380822147,6.602442849899814,6,3,0.09356920338228747
Ex5,PM_037,c18,MoveNet multipose,749,8.335599774482132,5.464784200898482,7.5046621240658995,12,6,0.1321762349799733
Ex5,PM_037,c18,YOLOv8-Pose n,749,12.197840994240403,6.034404364907717,10.881816345510673,12,5,0.014797507788161995
Ex5,PM_042,c17,MediaPipe full,1205,10.643633267212143,12.024893811410386,9.8025240129556,1,1,0.04751037344398339
Ex5,PM_042,c17,MoveNet multipose,1202,11.77386954159903,21.69573985431875,9.753047968454108,8,6,0.09061286744315032
Ex5,PM_042,c17,YOLOv8-Pose n,1203,16.859835460596226,45.80355511772188,10.722985930963754,20,17,0.010113604876697145
Ex5,PM_042,c18,MediaPipe full,1205,17.15687104776048,14.206854405719959,11.422476726893874,189,103,0.11860304287690177
Ex5,PM_042,c18,MoveNet multipose,1205,11.811161197207182,5.859517210457627,10.66048997291491,25,12,0.12752420470262796
Ex5,PM_042,c18,YOLOv8-Pose n,1205,21.67276006383036,15.417546954406708,14.630453503787203,252,149,0.029875518672199165
Ex5,PM_104,c17,MediaPipe full,1065,13.879376235341002,19.556586993153015,12.484578542391084,4,3,0.057355242566510166
Ex5,PM_104,c17,MoveNet multipose,1062,14.728318456527,32.992556884439004,11.103013156196074,20,15,0.09879158819836785
Ex5,PM_104,c17,YOLOv8-Pose n,1033,20.05888881157915,46.07605722931335,12.855851313897665,57,14,0.009115843820587288
Ex5,PM_104,c18,MediaPipe full,1065,15.790912680526612,7.54559381450055,13.809402439524652,63,10,0.09921752738654144
Ex5,PM_104,c18,MoveNet multipose,1065,14.794839224849435,6.689787703710656,13.491683882971197,37,14,0.1724569640062598
Ex5,PM_104,c18,YOLOv8-Pose n,1065,18.013866633166298,8.88956449555943,15.352122636352204,75,30,0.033489827856025035
Ex5,PM_112,c17,MediaPipe full,1482,18.498099824608047,39.84448322027397,11.567005319761885,86,39,0.028115159694107064
Ex5,PM_112,c17,MoveNet multipose,1459,22.133358776226302,51.28672774984115,12.310400910588031,133,42,0.2466301119488234
Ex5,PM_112,c17,YOLOv8-Pose n,826,38.51885220062912,91.89556729183478,11.925815085936723,72,62,0.041666666666666664
Ex5,PM_112,c18,MediaPipe full,1482,23.722323290824402,26.67411789930719,10.431272153968113,294,260,0.08918128654970758
Ex5,PM_112,c18,MoveNet multipose,1482,11.855354638599277,7.627808654641743,9.746137813002319,50,12,0.15272154745838956
Ex5,PM_112,c18,YOLOv8-Pose n,1482,22.577755690215398,18.207486576033883,14.926020571305518,287,185,0.030251911830859197
Ex5,PM_125,c17,MediaPipe full,1050,11.923193960046842,17.73704378362412,10.314547856037683,19,12,0.04865079365079364
Ex5,PM_125,c17,MoveNet multipose,1048,13.669611619751747,39.272383591566296,9.141198980117085,13,13,0.07903944020356235
Ex5,PM_125,c17,YOLOv8-Pose n,1050,15.952812353791758,40.87074180703905,10.371148672739391,13,12,0.006587301587301587
Ex5,PM_125,c18,MediaPipe full,1050,11.902601359180334,4.923817825727803,10.742011694805308,13,5,0.113015873015873
Ex5,PM_125,c18,MoveNet multipose,1050,15.326699533854047,14.220113337528453,10.133208497044954,102,80,0.16563492063492066
Ex5,PM_125,c18,YOLOv8-Pose n,1050,18.053971873549852,12.699114250481259,13.203078436554478,127,75,0.021587301587301586
Ex6,PM_008,c17,MediaPipe full,1729,18.414485626810457,44.397132444199514,10.792136491346731,56,41,0.03537690379795643
Ex6,PM_008,c17,MoveNet multipose,1730,10.13395498444483,15.373009561066981,8.755907053514877,5,4,0.06353564547206167
Ex6,PM_008,c17,YOLOv8-Pose n,1725,12.184664649797792,23.096890232100314,9.719752827538912,10,8,0.00391304347826087
Ex6,PM_008,c18,MediaPipe full,1731,11.432420803134177,5.96247191638587,11.230359756592938,2,2,0.18852301174658195
Ex6,PM_008,c18,MoveNet multipose,1731,9.91853503367381,1.4951886650076136,9.983447454288553,2,0,0.21615636433660698
Ex6,PM_008,c18,YOLOv8-Pose n,1731,10.781585131634893,2.617074266439948,10.518576097387449,5,1,0.08776237242441746
Ex6,PM_022,c17,MediaPipe full,915,23.580473689138717,52.72049200516362,12.254698385614002,48,36,0.08114754098360656
Ex6,PM_022,c17,MoveNet multipose,917,21.843480372847875,56.11584628816827,7.603362546756054,58,58,0.20865139949109412
Ex6,PM_022,c17,YOLOv8-Pose n,919,22.7562942845225,56.40194636133756,10.744269063368165,38,38,0.023576351106274936
Ex6,PM_022,c18,MediaPipe full,919,11.688694468724742,8.144784605422254,10.277165665166336,3,3,0.10536815379035183
Ex6,PM_022,c18,MoveNet multipose,919,7.840831813494182,4.628274763910309,7.225934211565715,8,6,0.2413855640188611
Ex6,PM_022,c18,YOLOv8-Pose n,919,11.694849842779016,3.8657477477292717,11.10590962457848,1,0,0.050054406964091386
Ex6,PM_029,c17,MediaPipe full,1030,14.78197403849793,29.89089493689188,11.284859083290645,17,14,0.017637540453074432
Ex6,PM_029,c17,MoveNet multipose,1030,15.847443063082942,40.48687683303029,8.493549437579144,35,34,0.1342233009708738
Ex6,PM_029,c17,YOLOv8-Pose n,1030,17.778892345833523,36.22695925345499,11.891133364518858,23,22,0.008818770226537216
Ex6,PM_029,c18,MediaPipe full,1026,10.751738399695858,7.292118483164317,9.839678714973608,9,6,0.12938596491228074
Ex6,PM_029,c18,MoveNet multipose,1029,8.862668503625091,2.370175147218655,8.650753476490433,2,1,0.15945902170391965
Ex6,PM_029,c18,YOLOv8-Pose n,1030,12.24486848612716,3.4325526889972373,11.8769543346272,3,0,0.05105177993527507
Ex6,PM_038,c17,MediaPipe full,825,13.962546091743935,34.561233246750085,9.448085971552219,13,13,0.01575757575757576
Ex6,PM_038,c17,MoveNet multipose,820,11.517330197672237,33.832963530685376,7.852895677532258,8,8,0.19126016260162598
Ex6,PM_038,c17,YOLOv8-Pose n,823,18.63167856711347,63.0503155704148,9.846929337058233,18,18,0.013466990684487647
Ex6,PM_038,c18,MediaPipe full,825,8.3554716378174,2.180851894102163,7.957652086727177,1,0,0.0938383838383838
Ex6,PM_038,c18,MoveNet multipose,825,8.056797936879349,2.0107765927592065,7.523020908043757,0,0,0.17777777777777776
Ex6,PM_038,c18,YOLOv8-Pose n,825,9.671518699682355,3.5459148225658312,8.652697165276841,5,0,0.03141414141414141
Ex6,PM_043,c17,MediaPipe full,1155,12.616603042790402,27.629244351764974,9.852776738875242,9,9,0.018326118326118326
Ex6,PM_043,c17,MoveNet multipose,1145,24.318668333938277,69.2491390794957,9.34261255965088,51,51,0.1091703056768559
Ex6,PM_043,c17,YOLOv8-Pose n,1155,33.857496908454294,94.72725256972821,9.980189292101644,69,69,0.031746031746031744
Ex6,PM_043,c18,MediaPipe full,1155,12.168576749986785,10.10008859155136,11.293662780171255,6,5,0.1753968253968254
Ex6,PM_043,c18,MoveNet multipose,1155,9.794969690911904,1.6605012516563242,9.643135019340052,0,0,0.17308802308802307
Ex6,PM_043,c18,YOLOv8-Pose n,1155,14.162250365133946,6.101310057595943,12.193930644627367,11,6,0.049639249639249636
Ex6,PM_105,c17,MediaPipe full,1096,14.429183893122952,3.834167734990187,13.787888667509801,5,0,0.05535279805352797
Ex6,PM_105,c17,MoveNet multipose,1084,23.04279963343628,62.92587828341208,11.670874540071239,31,31,0.09893911439114393
Ex6,PM_105,c17,YOLOv8-Pose n,1007,26.63846234150835,70.79651273843858,12.512021694123455,42,35,0.021433300231711357
Ex6,PM_105,c18,MediaPipe full,1096,15.038867006980325,2.888237563510908,14.936403795866651,4,0,0.15465328467153286
Ex6,PM_105,c18,MoveNet multipose,1096,13.606659695129238,2.0491796822969524,13.40752021737601,1,0,0.13085462287104624
Ex6,PM_105,c18,YOLOv8-Pose n,1096,14.392305959361178,3.3155757453163073,13.861045855809117,3,0,0.05527676399026763
Ex6,PM_113,c17,MediaPipe full,1300,15.65245300679246,32.54647086005733,12.569528179784081,10,10,0.033910256410256405
Ex6,PM_113,c17,MoveNet multipose,1287,13.216206597146643,25.185642205079482,11.072151144546153,6,6,0.10547785547785547
Ex6,PM_113,c17,YOLOv8-Pose n,1032,24.142041399956437,65.47467569635755,12.151816293602948,32,32,0.01905684754521964
Ex6,PM_113,c18,MediaPipe full,1300,13.163349036355307,2.6952949658038436,12.539012919963653,0,0,0.13205128205128205
Ex6,PM_113,c18,MoveNet multipose,1300,12.18069734087672,2.7652472956822454,11.769049141321354,2,1,0.13788461538461538
Ex6,PM_113,c18,YOLOv8-Pose n,1300,14.61327272462109,5.226409751645388,13.433179083937944,14,1,0.04499999999999999
Ex6,PM_118,c17,MediaPipe full,821,15.279695755345472,35.09597476169752,11.576019584471066,8,8,0.04100690215184734
Ex6,PM_118,c17,MoveNet multipose,819,18.495634694666037,53.02190031736179,10.117150349011114,21,21,0.11965811965811966
Ex6,PM_118,c17,YOLOv8-Pose n,818,26.9097496306245,77.16531908064805,10.832253931683223,33,33,0.02068052159739201
Ex6,PM_118,c18,MediaPipe full,821,12.221374813941562,2.020721439253002,11.753428183487939,0,0,0.1488022736500203
Ex6,PM_118,c18,MoveNet multipose,821,11.22694188122808,2.1258687983167968,10.759665284542194,0,0,0.1555014210312627
Ex6,PM_118,c18,YOLOv8-Pose n,821,13.23740589578579,3.1370237202881754,12.484876403317449,1,0,0.043341453511977254
Ex6,PM_126,c17,MediaPipe full,1134,12.460888308711466,3.147359413958451,11.608301221284115,0,0,0.04490005878894768
Ex6,PM_126,c17,MoveNet multipose,1130,9.782501406396786,1.8611589484565272,9.552237843124427,0,0,0.1142330383480826
Ex6,PM_126,c17,YOLOv8-Pose n,1041,15.909730253652418,35.29139692058726,11.312917030692217,17,8,0.008165225744476465
Ex6,PM_126,c18,MediaPipe full,1134,11.879626365979224,2.244057933676767,11.427214980420242,0,0,0.1356554967666079
Ex6,PM_126,c18,MoveNet multipose,1134,11.65795860073761,2.180028619459894,11.353589724788538,0,0,0.10655496766607879
Ex6,PM_126,c18,YOLOv8-Pose n,1134,14.752649147770859,7.2989801297507215,11.905892805933448,36,5,0.03159905937683715
